"session","year","issue","n_members","asean_mean","asean_sd","asean_min","asean_max","asean_range","us_idealpoint","china_idealpoint","mean_dist_us","mean_dist_china"
59,2004,"Important Votes",10,-0.79821844,0.636702651109855,-1.684999,0.3858853,2.0708843,2.62523,-1.590615,3.42344844,0.79239656
59,2004,"Middle East",10,-0.61626922,0.421466648312527,-0.8460711,0.4844467,1.3305178,2.98883,-0.8500635,3.60509922,0.23379428
59,2004,"Non-Nuclear",10,-0.774494845,0.489892031664373,-1.546824,-0.04632805,1.50049595,2.95537,-1.344689,3.729864845,0.570194155
59,2004,"Nuclear",10,-0.67524184,0.158048166190586,-0.9694958,-0.4858118,0.483684,2.540032,0.06960371,3.21527384,0.74484555
60,2005,"All",10,-0.83548042,0.386896172660458,-1.405593,-0.3190983,1.0864947,2.889729,-0.7408335,3.72520942,0.09464692
60,2005,"Human Rights",10,-0.79676576,0.476865139299414,-1.331464,-0.1457176,1.1857464,2.513429,-1.308951,3.31019476,0.51218524
60,2005,"Important Votes",10,-0.78653347,0.517062573911065,-1.424861,0.2284973,1.6533583,2.523164,-0.7293021,3.30969747,0.05723137
60,2005,"Middle East",10,-0.570380457,0.461547407906713,-0.8106454,0.5800309,1.3906763,2.917548,-0.809632,3.487928457,0.239251543
60,2005,"Non-Nuclear",10,-0.81901186,0.445747726100047,-1.494603,-0.2205673,1.2740357,2.993309,-1.352246,3.81232086,0.53323414
60,2005,"Nuclear",10,-0.70142169,0.141148331003314,-0.9751422,-0.5490744,0.4260678,2.450584,0.06462417,3.15200569,0.76604586
61,2006,"All",10,-0.84933334,0.395131499355854,-1.417416,-0.2509605,1.1664555,2.81137,-0.8690618,3.66070334,0.0197284600000001
61,2006,"Human Rights",10,-0.743557169,0.466573836673281,-1.353099,-0.07256963,1.28052937,2.439074,-1.203532,3.182631169,0.459974831
61,2006,"Important Votes",10,-0.81511796,0.533929290904559,-1.494869,0.1685258,1.6633948,2.367331,-1.294494,3.18244896,0.47937604
61,2006,"Middle East",10,-0.528237995,0.434102480315413,-0.7712943,0.5289154,1.3002097,2.89344,-0.7389137,3.421677995,0.210675705
61,2006,"Non-Nuclear",10,-0.8584423,0.423471649055056,-1.45065,-0.2206652,1.2299848,2.803737,-1.236102,3.6621793,0.3776597
61,2006,"Nuclear",10,-0.69772505,0.129050752880522,-0.9461565,-0.5473847,0.3987718,2.577746,0.05886999,3.27547105,0.75659504
62,2007,"All",10,-0.76012641,0.37753587155172,-1.223048,-0.2573574,0.9656906,2.743266,-0.6327519,3.50339241,0.12737451
62,2007,"Human Rights",10,-0.73997608,0.471635389308169,-1.309589,-0.1119171,1.1976719,2.212346,-1.324776,2.95232208,0.58479992
62,2007,"Important Votes",10,-0.74311395,0.544160918704536,-1.418971,0.1064267,1.5253977,2.271071,-1.342925,3.01418495,0.59981105
62,2007,"Middle East",10,-0.48480123,0.453480650112863,-0.7297159,0.6395607,1.3692766,2.776826,-0.7049863,3.26162723,0.22018507
62,2007,"Non-Nuclear",10,-0.76801281,0.421524315904592,-1.312061,-0.2159853,1.0960757,2.721347,-1.263166,3.48935981,0.49515319
62,2007,"Nuclear",10,-0.70291651,0.111251961726938,-0.9342116,-0.576911,0.3573006,2.63143,0.1492162,3.33434651,0.85213271
63,2008,"All",10,-0.78143091,0.360098404226571,-1.334652,-0.2962368,1.0384152,2.737774,-0.6557925,3.51920491,0.12563841
63,2008,"Human Rights",10,-0.71402138,0.418684331547808,-1.339961,-0.1041087,1.2358523,2.172848,-1.365911,2.88686938,0.65188962
63,2008,"Important Votes",10,-0.77633081,0.492408866631843,-1.408765,0.0232193,1.4319843,2.144936,-1.39157,2.92126681,0.61523919
63,2008,"Middle East",10,-0.457987244,0.453043244968879,-0.6985117,0.6653619,1.3638736,2.784284,-0.7100522,3.242271244,0.252064956
63,2008,"Non-Nuclear",10,-0.78698228,0.38973620975687,-1.366608,-0.2327304,1.1338776,2.697073,-1.336076,3.48405528,0.54909372
63,2008,"Nuclear",10,-0.6915762,0.0979018802471354,-0.9076114,-0.5872271,0.3203843,2.627806,0.2296379,3.3193822,0.9212141
64,2009,"All",10,-0.86302726,0.330634441858293,-1.343642,-0.4208825,0.9227595,2.54631,-0.6256859,3.40933726,0.23734136
64,2009,"Human Rights",10,-0.8060625,0.394503543885589,-1.374549,-0.2994217,1.0751273,2.121915,-1.292413,2.9279775,0.4863505
64,2009,"Important Votes",10,-0.82550962,0.454021774018292,-1.449015,-0.2304558,1.2185592,2.134013,-1.275397,2.95952262,0.44988738
64,2009,"Middle East",10,-0.511391296,0.318315441456771,-0.699524,0.1588158,0.8583398,2.763938,-0.692108,3.275329296,0.180716704
64,2009,"Non-Nuclear",10,-0.87020482,0.367933951689898,-1.39969,-0.3932095,1.0064805,2.547983,-1.2312,3.41818782,0.36099518
64,2009,"Nuclear",10,-0.68590464,0.0863217918466993,-0.8659557,-0.5939598,0.2719959,2.50146,0.1644733,3.18736464,0.85037794
65,2010,"All",10,-0.89140339,0.303899116987593,-1.294863,-0.4830081,0.8118549,2.519054,-0.8585649,3.41045739,0.0328384900000001
65,2010,"Human Rights",10,-0.86017498,0.392641283546878,-1.388767,-0.3725454,1.0162216,1.876482,-1.42383,2.73665698,0.56365502
65,2010,"Important Votes",10,-0.82675368,0.422967513699414,-1.350284,-0.2249841,1.1252999,1.93649,-1.579828,2.76324368,0.75307432
65,2010,"Middle East",10,-0.52041485,0.302837357812708,-0.6763373,0.06128945,0.73762675,2.7001,-0.7163737,3.22051485,0.19595885
65,2010,"Non-Nuclear",10,-0.95284713,0.379071179388618,-1.429258,-0.4707105,0.9585475,2.496517,-1.473132,3.44936413,0.52028487
65,2010,"Nuclear",10,-0.65263252,0.137248829597574,-0.8612145,-0.3429341,0.5182804,2.473857,0.103683,3.12648952,0.75631552
66,2011,"All",10,-0.82873351,0.305997923784922,-1.320165,-0.3497964,0.9703686,2.496376,-0.7636184,3.32510951,0.0651151099999999
66,2011,"Human Rights",10,-0.8488055,0.356020513471448,-1.472614,-0.3595475,1.1130665,2.064047,-1.312785,2.9128525,0.4639795
66,2011,"Important Votes",10,-0.79100169,0.462885506490011,-1.654831,-0.1297666,1.5250644,2.196673,-1.49349,2.98767469,0.70248831
66,2011,"Middle East",10,-0.535394791,0.295110047726907,-0.7032818,0.02396262,0.72724442,2.617484,-0.6480271,3.152878791,0.112632309
66,2011,"Non-Nuclear",10,-0.88935288,0.344439357721807,-1.461352,-0.3646514,1.0967006,2.517181,-1.266392,3.40653388,0.37703912
66,2011,"Nuclear",10,-0.64973887,0.124183891472445,-0.8858508,-0.4118885,0.4739623,2.320967,0.150612,2.97070587,0.80035087
67,2012,"All",10,-0.74684242,0.246550872622182,-1.144086,-0.4183676,0.7257184,2.58958,-0.8569092,3.33642242,0.11006678
67,2012,"Human Rights",10,-0.70222795,0.281740304529533,-1.138491,-0.3279658,0.8105252,2.139595,-1.293004,2.84182295,0.59077605
67,2012,"Important Votes",10,-0.712701259,0.40566658640452,-1.291868,-0.09261119,1.19925681,2.368743,-1.485178,3.081444259,0.772476741
67,2012,"Middle East",10,-0.52994172,0.277423027345703,-0.7114346,-0.06177953,0.64965507,2.603581,-0.6652528,3.13352272,0.13531108
67,2012,"Non-Nuclear",10,-0.77148407,0.285886675441927,-1.26181,-0.384218,0.877592,2.594647,-1.403848,3.36613107,0.63236393
67,2012,"Nuclear",10,-0.63501942,0.10116344847963,-0.8324274,-0.4606701,0.3717573,2.427731,0.1525341,3.06275042,0.78755352
68,2013,"All",10,-0.81227944,0.267412694957211,-1.235385,-0.409941,0.825444,2.676666,-0.5181141,3.48894544,0.29416534
68,2013,"Human Rights",10,-0.74160295,0.278315501973575,-1.087725,-0.3064832,0.7812418,2.329978,-1.376486,3.07158095,0.63488305
68,2013,"Important Votes",10,-0.730433646,0.407534316803044,-1.335169,-0.04919576,1.28597324,2.4546,-1.21006,3.185033646,0.479626354
68,2013,"Middle East",10,-0.561854412,0.273938354776043,-0.7428875,-0.05377955,0.68910795,2.65013,-0.6698263,3.211984412,0.107971888
68,2013,"Non-Nuclear",10,-0.83342141,0.309751093434452,-1.269247,-0.3642693,0.9049777,2.760444,-1.115805,3.59386541,0.28238359
68,2013,"Nuclear",10,-0.63332472,0.0894794933200749,-0.8085102,-0.5043958,0.3041144,2.324305,0.174722,2.95762972,0.80804672
69,2014,"All",10,-0.82841027,0.287479947577717,-1.124931,-0.4155141,0.7094169,2.668466,-0.8420048,3.49687627,0.01359453
69,2014,"Human Rights",10,-0.78646776,0.33446424609651,-1.239811,-0.3087111,0.9310999,2.268829,-1.550729,3.05529676,0.76426124
69,2014,"Important Votes",10,-0.765445674,0.403327271474003,-1.167801,-0.04813714,1.11966386,2.363717,-1.629355,3.129162674,0.863909326
69,2014,"Middle East",10,-0.61371906,0.252667277280046,-0.7854878,-0.1315479,0.6539399,2.676415,-0.7454046,3.29013406,0.13168554
69,2014,"Non-Nuclear",10,-0.84056053,0.322855693073922,-1.196244,-0.3673724,0.8288716,2.720512,-1.343422,3.56107253,0.50286147
69,2014,"Nuclear",10,-0.63135285,0.0804983710382494,-0.8062039,-0.5270349,0.279169,2.361422,0.1616122,2.99277485,0.79296505
70,2015,"All",10,-0.87185907,0.255833403763899,-1.198651,-0.4669127,0.7317383,2.592322,-0.2594838,3.46418107,0.61237527
70,2015,"Human Rights",10,-0.80076604,0.34621734711944,-1.220421,-0.2584442,0.9619768,2.144144,-1.571789,2.94491004,0.77102296
70,2015,"Important Votes",10,-0.79987487,0.426590591747445,-1.209583,-0.0446492,1.1649338,2.429806,-1.48665,3.22968087,0.68677513
70,2015,"Middle East",10,-0.62256234,0.250621675188109,-0.7865731,-0.1488123,0.6377608,2.64551,-0.7610861,3.26807234,0.13852376
70,2015,"Non-Nuclear",10,-0.88647854,0.320972103607332,-1.242335,-0.361108,0.881227,2.607562,-1.561699,3.49404054,0.67522046
70,2015,"Nuclear",10,-0.60950767,0.0701059649986924,-0.7455811,-0.4827428,0.2628383,2.217923,0.4625879,2.82743067,1.07209557
71,2016,"All",10,-0.81970041,0.190211834955857,-1.103752,-0.474776,0.628976,2.53694,-0.4501334,3.35664041,0.36956701
71,2016,"Human Rights",10,-0.75892094,0.255888828429071,-1.098011,-0.3140637,0.7839473,2.071962,-1.614393,2.83088294,0.85547206
71,2016,"Important Votes",10,-0.67317953,0.294414109416323,-1.018949,-0.1040758,0.9148732,2.25332,-1.811443,2.92649953,1.13826347
71,2016,"Middle East",10,-0.64068942,0.255092638412278,-0.786566,-0.1500555,0.6365105,2.650488,-0.7818664,3.29117742,0.14117698
71,2016,"Non-Nuclear",10,-0.82460482,0.226830657260114,-1.1661,-0.3968638,0.7692362,2.582056,-1.618711,3.40666082,0.79410618
71,2016,"Nuclear",10,-0.5989024,0.0639596338256317,-0.7215959,-0.5032115,0.2183844,2.185434,0.4577838,2.7843364,1.0566862
72,2017,"All",10,-0.87074886,0.186179454541294,-1.184827,-0.5645243,0.6203027,2.680102,-0.3777864,3.55085086,0.49296246
72,2017,"Human Rights",10,-0.78552266,0.236670173606215,-1.0864,-0.364258,0.722142,2.069325,-1.68252,2.85484766,0.89699734
72,2017,"Important Votes",10,-0.69907946,0.296362577263018,-0.999587,-0.1328188,0.8667682,2.51722,-1.814516,3.21629946,1.11543654
72,2017,"Middle East",10,-0.618093485,0.272090098488946,-0.8110538,-0.06069535,0.75035845,2.591945,-0.7561805,3.210038485,0.138087015
72,2017,"Non-Nuclear",10,-0.88255016,0.217019347942145,-1.227766,-0.4776527,0.7501133,2.718879,-1.787184,3.60142916,0.90463384
72,2017,"Nuclear",10,-0.59752239,0.0520538631660503,-0.6948794,-0.5165586,0.1783208,2.10741,0.4573947,2.70493239,1.05491709
73,2018,"All",10,-0.7934345,0.33261706218654,-1.311314,-0.345573,0.965741,2.786768,-0.4894719,3.5802025,0.3039626
73,2018,"Human Rights",10,-0.80066214,0.302282579251322,-1.272885,-0.3155175,0.9573675,2.262777,-1.819899,3.06343914,1.01923686
73,2018,"Important Votes",10,-0.74721194,0.384393806308855,-1.468934,-0.1079661,1.3609679,2.667015,-2.021882,3.41422694,1.27467006
73,2018,"Middle East",10,-0.5602593474,0.314356273248041,-0.7999536,-0.003518374,0.796435226,2.707386,-0.7456449,3.2676453474,0.1853855526
73,2018,"Non-Nuclear",10,-0.82798528,0.327355604413053,-1.421414,-0.4417928,0.9796212,2.876313,-1.774517,3.70429828,0.94653172
73,2018,"Nuclear",10,-0.51946367,0.128879198871053,-0.6645563,-0.3265844,0.3379719,2.081115,0.479836,2.60057867,0.99929967
74,2019,"All",10,-0.74798932,0.234218437082167,-1.211804,-0.4390589,0.7727451,2.694793,-0.3336454,3.44278232,0.41434392
74,2019,"Human Rights",10,-0.80800054,0.314242802820481,-1.469489,-0.3163202,1.1531688,2.152796,-1.790664,2.96079654,0.98266346
74,2019,"Middle East",10,-0.54880955,0.36637478624893,-0.788455,0.2441533,1.0326083,2.717197,-0.7452046,3.26600655,0.19639505
74,2019,"Non-Nuclear",10,-0.81672576,0.283976976588464,-1.446741,-0.452961,0.99378,2.779945,-1.687587,3.59667076,0.87086124
74,2019,"Nuclear",10,-0.48827183,0.163024897471781,-0.6670048,-0.1922078,0.474797,2.055774,0.4633204,2.54404583,0.95159223
