"ccode","session","IdealPoint","NVotes","Countryname","year","issue","country_label","is_asean"
811,43,-0.2160801,13,"Cambodia",1988,"Human Rights","Cambodia",TRUE
811,44,-0.2182012,12,"Cambodia",1989,"Human Rights","Cambodia",TRUE
811,46,-0.2018699,6,"Cambodia",1991,"Human Rights","Cambodia",TRUE
811,48,-0.5290399,7,"Cambodia",1993,"Human Rights","Cambodia",TRUE
811,49,-0.2808496,10,"Cambodia",1994,"Human Rights","Cambodia",TRUE
811,50,-0.0799264,11,"Cambodia",1995,"Human Rights","Cambodia",TRUE
811,51,-0.06112996,17,"Cambodia",1996,"Human Rights","Cambodia",TRUE
811,54,-0.6740022,19,"Cambodia",1999,"Human Rights","Cambodia",TRUE
811,55,-0.7784723,16,"Cambodia",2000,"Human Rights","Cambodia",TRUE
811,56,-0.7921817,20,"Cambodia",2001,"Human Rights","Cambodia",TRUE
811,57,-0.8721281,19,"Cambodia",2002,"Human Rights","Cambodia",TRUE
811,58,-0.8234731,22,"Cambodia",2003,"Human Rights","Cambodia",TRUE
811,59,-0.5766424,19,"Cambodia",2004,"Human Rights","Cambodia",TRUE
811,60,-0.7216743,15,"Cambodia",2005,"Human Rights","Cambodia",TRUE
811,61,-0.8858912,24,"Cambodia",2006,"Human Rights","Cambodia",TRUE
811,62,-0.4622653,24,"Cambodia",2007,"Human Rights","Cambodia",TRUE
811,63,-0.5854967,24,"Cambodia",2008,"Human Rights","Cambodia",TRUE
811,64,-0.5645281,19,"Cambodia",2009,"Human Rights","Cambodia",TRUE
811,65,-0.7105218,22,"Cambodia",2010,"Human Rights","Cambodia",TRUE
811,66,-0.8005443,23,"Cambodia",2011,"Human Rights","Cambodia",TRUE
811,67,-0.8724176,21,"Cambodia",2012,"Human Rights","Cambodia",TRUE
811,68,-1.005361,19,"Cambodia",2013,"Human Rights","Cambodia",TRUE
811,69,-0.9425976,17,"Cambodia",2014,"Human Rights","Cambodia",TRUE
811,70,-1.10903,19,"Cambodia",2015,"Human Rights","Cambodia",TRUE
811,71,-1.098011,17,"Cambodia",2016,"Human Rights","Cambodia",TRUE
811,72,-1.081414,29,"Cambodia",2017,"Human Rights","Cambodia",TRUE
811,73,-1.272885,21,"Cambodia",2018,"Human Rights","Cambodia",TRUE
811,74,-1.469489,13,"Cambodia",2019,"Human Rights","Cambodia",TRUE
812,25,0.690606,7,"Laos",1970,"Human Rights","Laos",TRUE
812,26,0.8164488,6,"Laos",1971,"Human Rights","Laos",TRUE
812,27,1.256538,13,"Laos",1972,"Human Rights","Laos",TRUE
812,28,0.7211326,14,"Laos",1973,"Human Rights","Laos",TRUE
812,29,0.93426,19,"Laos",1974,"Human Rights","Laos",TRUE
812,30,-0.1532317,21,"Laos",1975,"Human Rights","Laos",TRUE
812,31,-0.4635889,17,"Laos",1976,"Human Rights","Laos",TRUE
812,32,-0.6657177,19,"Laos",1977,"Human Rights","Laos",TRUE
812,33,-1.237508,15,"Laos",1978,"Human Rights","Laos",TRUE
812,34,-1.333194,16,"Laos",1979,"Human Rights","Laos",TRUE
812,35,-1.579653,17,"Laos",1980,"Human Rights","Laos",TRUE
812,36,-1.63768,13,"Laos",1981,"Human Rights","Laos",TRUE
812,37,-1.463225,21,"Laos",1982,"Human Rights","Laos",TRUE
812,38,-1.453003,19,"Laos",1983,"Human Rights","Laos",TRUE
812,39,-1.315167,15,"Laos",1984,"Human Rights","Laos",TRUE
812,40,-1.365422,15,"Laos",1985,"Human Rights","Laos",TRUE
812,41,-1.284925,23,"Laos",1986,"Human Rights","Laos",TRUE
812,42,-1.303934,18,"Laos",1987,"Human Rights","Laos",TRUE
812,43,-1.006267,17,"Laos",1988,"Human Rights","Laos",TRUE
812,44,-0.8026476,12,"Laos",1989,"Human Rights","Laos",TRUE
812,45,-0.7309362,10,"Laos",1990,"Human Rights","Laos",TRUE
812,46,-0.8869873,11,"Laos",1991,"Human Rights","Laos",TRUE
812,47,-1.315469,11,"Laos",1992,"Human Rights","Laos",TRUE
812,48,-1.203092,11,"Laos",1993,"Human Rights","Laos",TRUE
812,49,-1.21275,12,"Laos",1994,"Human Rights","Laos",TRUE
812,50,-1.133943,11,"Laos",1995,"Human Rights","Laos",TRUE
812,51,-1.017119,15,"Laos",1996,"Human Rights","Laos",TRUE
812,52,-1.014771,20,"Laos",1997,"Human Rights","Laos",TRUE
812,53,-0.9800119,14,"Laos",1998,"Human Rights","Laos",TRUE
812,54,-0.9006042,19,"Laos",1999,"Human Rights","Laos",TRUE
812,55,-1.058004,17,"Laos",2000,"Human Rights","Laos",TRUE
812,56,-1.098856,20,"Laos",2001,"Human Rights","Laos",TRUE
812,57,-0.942681,17,"Laos",2002,"Human Rights","Laos",TRUE
812,58,-0.6703203,22,"Laos",2003,"Human Rights","Laos",TRUE
812,59,-0.5300945,19,"Laos",2004,"Human Rights","Laos",TRUE
812,60,-0.5891322,20,"Laos",2005,"Human Rights","Laos",TRUE
812,61,-0.7731773,26,"Laos",2006,"Human Rights","Laos",TRUE
812,62,-0.8468985,26,"Laos",2007,"Human Rights","Laos",TRUE
812,63,-0.7700195,26,"Laos",2008,"Human Rights","Laos",TRUE
812,64,-0.7111867,22,"Laos",2009,"Human Rights","Laos",TRUE
812,65,-0.6578905,23,"Laos",2010,"Human Rights","Laos",TRUE
812,66,-0.8946841,24,"Laos",2011,"Human Rights","Laos",TRUE
812,67,-0.6992905,22,"Laos",2012,"Human Rights","Laos",TRUE
812,68,-0.6108942,20,"Laos",2013,"Human Rights","Laos",TRUE
812,69,-0.8769361,18,"Laos",2014,"Human Rights","Laos",TRUE
812,70,-0.9841702,20,"Laos",2015,"Human Rights","Laos",TRUE
812,71,-0.7099757,18,"Laos",2016,"Human Rights","Laos",TRUE
812,72,-1.0864,29,"Laos",2017,"Human Rights","Laos",TRUE
812,73,-0.9668308,22,"Laos",2018,"Human Rights","Laos",TRUE
812,74,-0.8245837,14,"Laos",2019,"Human Rights","Laos",TRUE
816,32,-0.9772772,18,"Vietnam",1977,"Human Rights","Vietnam",TRUE
816,33,-0.9065795,14,"Vietnam",1978,"Human Rights","Vietnam",TRUE
816,34,-1.22089,16,"Vietnam",1979,"Human Rights","Vietnam",TRUE
816,35,-1.474787,17,"Vietnam",1980,"Human Rights","Vietnam",TRUE
816,36,-1.563196,13,"Vietnam",1981,"Human Rights","Vietnam",TRUE
816,37,-1.441676,21,"Vietnam",1982,"Human Rights","Vietnam",TRUE
816,38,-1.447415,19,"Vietnam",1983,"Human Rights","Vietnam",TRUE
816,39,-1.229405,15,"Vietnam",1984,"Human Rights","Vietnam",TRUE
816,40,-1.254897,15,"Vietnam",1985,"Human Rights","Vietnam",TRUE
816,41,-1.270173,23,"Vietnam",1986,"Human Rights","Vietnam",TRUE
816,42,-1.274981,18,"Vietnam",1987,"Human Rights","Vietnam",TRUE
816,43,-1.044235,17,"Vietnam",1988,"Human Rights","Vietnam",TRUE
816,44,-0.8762418,12,"Vietnam",1989,"Human Rights","Vietnam",TRUE
816,45,-0.7894098,9,"Vietnam",1990,"Human Rights","Vietnam",TRUE
816,46,-0.9875084,10,"Vietnam",1991,"Human Rights","Vietnam",TRUE
816,47,-1.347707,11,"Vietnam",1992,"Human Rights","Vietnam",TRUE
816,48,-1.606371,11,"Vietnam",1993,"Human Rights","Vietnam",TRUE
816,49,-1.758835,12,"Vietnam",1994,"Human Rights","Vietnam",TRUE
816,50,-1.831767,11,"Vietnam",1995,"Human Rights","Vietnam",TRUE
816,51,-1.511031,15,"Vietnam",1996,"Human Rights","Vietnam",TRUE
816,52,-1.457383,18,"Vietnam",1997,"Human Rights","Vietnam",TRUE
816,53,-1.33836,12,"Vietnam",1998,"Human Rights","Vietnam",TRUE
816,54,-1.310583,17,"Vietnam",1999,"Human Rights","Vietnam",TRUE
816,55,-1.278014,16,"Vietnam",2000,"Human Rights","Vietnam",TRUE
816,56,-1.209806,19,"Vietnam",2001,"Human Rights","Vietnam",TRUE
816,57,-1.021667,18,"Vietnam",2002,"Human Rights","Vietnam",TRUE
816,58,-1.210857,21,"Vietnam",2003,"Human Rights","Vietnam",TRUE
816,59,-1.174071,18,"Vietnam",2004,"Human Rights","Vietnam",TRUE
816,60,-1.331464,18,"Vietnam",2005,"Human Rights","Vietnam",TRUE
816,61,-1.353099,27,"Vietnam",2006,"Human Rights","Vietnam",TRUE
816,62,-1.309589,26,"Vietnam",2007,"Human Rights","Vietnam",TRUE
816,63,-1.265394,26,"Vietnam",2008,"Human Rights","Vietnam",TRUE
816,64,-1.262803,24,"Vietnam",2009,"Human Rights","Vietnam",TRUE
816,65,-1.165413,23,"Vietnam",2010,"Human Rights","Vietnam",TRUE
816,66,-1.318541,24,"Vietnam",2011,"Human Rights","Vietnam",TRUE
816,67,-1.138491,22,"Vietnam",2012,"Human Rights","Vietnam",TRUE
816,68,-1.087725,21,"Vietnam",2013,"Human Rights","Vietnam",TRUE
816,69,-1.239811,18,"Vietnam",2014,"Human Rights","Vietnam",TRUE
816,70,-1.220421,19,"Vietnam",2015,"Human Rights","Vietnam",TRUE
816,71,-1.089826,18,"Vietnam",2016,"Human Rights","Vietnam",TRUE
816,72,-0.9439817,29,"Vietnam",2017,"Human Rights","Vietnam",TRUE
816,73,-1.082805,22,"Vietnam",2018,"Human Rights","Vietnam",TRUE
816,74,-1.048693,14,"Vietnam",2019,"Human Rights","Vietnam",TRUE
820,25,0.1358069,14,"Malaysia",1970,"Human Rights","Malaysia",TRUE
820,26,-0.2267667,8,"Malaysia",1971,"Human Rights","Malaysia",TRUE
820,27,-0.3522822,14,"Malaysia",1972,"Human Rights","Malaysia",TRUE
820,28,-0.05943864,23,"Malaysia",1973,"Human Rights","Malaysia",TRUE
820,29,-0.2961574,20,"Malaysia",1974,"Human Rights","Malaysia",TRUE
820,30,-0.3381271,21,"Malaysia",1975,"Human Rights","Malaysia",TRUE
820,31,-0.08879421,17,"Malaysia",1976,"Human Rights","Malaysia",TRUE
820,32,-0.06578046,19,"Malaysia",1977,"Human Rights","Malaysia",TRUE
820,33,-0.2201553,16,"Malaysia",1978,"Human Rights","Malaysia",TRUE
820,34,-0.412662,16,"Malaysia",1979,"Human Rights","Malaysia",TRUE
820,35,-0.3768138,18,"Malaysia",1980,"Human Rights","Malaysia",TRUE
820,36,-0.2963247,13,"Malaysia",1981,"Human Rights","Malaysia",TRUE
820,37,-0.02700019,21,"Malaysia",1982,"Human Rights","Malaysia",TRUE
820,38,-0.1061507,19,"Malaysia",1983,"Human Rights","Malaysia",TRUE
820,39,-0.2013197,14,"Malaysia",1984,"Human Rights","Malaysia",TRUE
820,40,-0.2380393,15,"Malaysia",1985,"Human Rights","Malaysia",TRUE
820,41,-0.2583532,23,"Malaysia",1986,"Human Rights","Malaysia",TRUE
820,42,-0.2221499,19,"Malaysia",1987,"Human Rights","Malaysia",TRUE
820,43,-0.5818098,18,"Malaysia",1988,"Human Rights","Malaysia",TRUE
820,44,-0.5689229,12,"Malaysia",1989,"Human Rights","Malaysia",TRUE
820,45,-0.5403811,10,"Malaysia",1990,"Human Rights","Malaysia",TRUE
820,46,-1.041101,11,"Malaysia",1991,"Human Rights","Malaysia",TRUE
820,47,-1.112109,11,"Malaysia",1992,"Human Rights","Malaysia",TRUE
820,48,-1.240955,11,"Malaysia",1993,"Human Rights","Malaysia",TRUE
820,49,-1.002509,14,"Malaysia",1994,"Human Rights","Malaysia",TRUE
820,50,-0.7592954,14,"Malaysia",1995,"Human Rights","Malaysia",TRUE
820,51,-0.6770192,17,"Malaysia",1996,"Human Rights","Malaysia",TRUE
820,52,-0.6230782,20,"Malaysia",1997,"Human Rights","Malaysia",TRUE
820,53,-0.8020887,14,"Malaysia",1998,"Human Rights","Malaysia",TRUE
820,54,-0.613699,19,"Malaysia",1999,"Human Rights","Malaysia",TRUE
820,55,-0.5326938,17,"Malaysia",2000,"Human Rights","Malaysia",TRUE
820,56,-0.9251416,20,"Malaysia",2001,"Human Rights","Malaysia",TRUE
820,57,-0.6739254,19,"Malaysia",2002,"Human Rights","Malaysia",TRUE
820,58,-1.006754,22,"Malaysia",2003,"Human Rights","Malaysia",TRUE
820,59,-0.6688621,19,"Malaysia",2004,"Human Rights","Malaysia",TRUE
820,60,-1.196319,20,"Malaysia",2005,"Human Rights","Malaysia",TRUE
820,61,-0.7212483,27,"Malaysia",2006,"Human Rights","Malaysia",TRUE
820,62,-1.216421,26,"Malaysia",2007,"Human Rights","Malaysia",TRUE
820,63,-0.8975312,26,"Malaysia",2008,"Human Rights","Malaysia",TRUE
820,64,-1.173184,24,"Malaysia",2009,"Human Rights","Malaysia",TRUE
820,65,-1.388767,23,"Malaysia",2010,"Human Rights","Malaysia",TRUE
820,66,-0.739231,24,"Malaysia",2011,"Human Rights","Malaysia",TRUE
820,67,-0.6548042,22,"Malaysia",2012,"Human Rights","Malaysia",TRUE
820,68,-0.4671867,21,"Malaysia",2013,"Human Rights","Malaysia",TRUE
820,69,-0.6332736,18,"Malaysia",2014,"Human Rights","Malaysia",TRUE
820,70,-0.5570766,20,"Malaysia",2015,"Human Rights","Malaysia",TRUE
820,71,-0.6445598,18,"Malaysia",2016,"Human Rights","Malaysia",TRUE
820,72,-0.4505008,28,"Malaysia",2017,"Human Rights","Malaysia",TRUE
820,73,-0.490227,22,"Malaysia",2018,"Human Rights","Malaysia",TRUE
820,74,-0.5643445,14,"Malaysia",2019,"Human Rights","Malaysia",TRUE
830,25,0.6331632,14,"Singapore",1970,"Human Rights","Singapore",TRUE
830,26,0.4802645,8,"Singapore",1971,"Human Rights","Singapore",TRUE
830,27,0.7858223,12,"Singapore",1972,"Human Rights","Singapore",TRUE
830,28,0.09990291,23,"Singapore",1973,"Human Rights","Singapore",TRUE
830,29,0.1938305,19,"Singapore",1974,"Human Rights","Singapore",TRUE
830,30,0.04768693,20,"Singapore",1975,"Human Rights","Singapore",TRUE
830,31,-0.0226193,14,"Singapore",1976,"Human Rights","Singapore",TRUE
830,32,-0.0244081,18,"Singapore",1977,"Human Rights","Singapore",TRUE
830,33,-0.1229667,16,"Singapore",1978,"Human Rights","Singapore",TRUE
830,34,0.171334,15,"Singapore",1979,"Human Rights","Singapore",TRUE
830,35,0.2029148,17,"Singapore",1980,"Human Rights","Singapore",TRUE
830,36,0.3152129,13,"Singapore",1981,"Human Rights","Singapore",TRUE
830,37,0.09761994,19,"Singapore",1982,"Human Rights","Singapore",TRUE
830,38,-0.04127218,19,"Singapore",1983,"Human Rights","Singapore",TRUE
830,39,-0.3257842,14,"Singapore",1984,"Human Rights","Singapore",TRUE
830,40,-0.1425715,15,"Singapore",1985,"Human Rights","Singapore",TRUE
830,41,-0.1806229,23,"Singapore",1986,"Human Rights","Singapore",TRUE
830,42,0.1650267,19,"Singapore",1987,"Human Rights","Singapore",TRUE
830,43,-0.09448743,16,"Singapore",1988,"Human Rights","Singapore",TRUE
830,44,-0.2281602,13,"Singapore",1989,"Human Rights","Singapore",TRUE
830,45,-0.3254265,10,"Singapore",1990,"Human Rights","Singapore",TRUE
830,46,-0.2552136,11,"Singapore",1991,"Human Rights","Singapore",TRUE
830,47,0.001436497,11,"Singapore",1992,"Human Rights","Singapore",TRUE
830,48,0.03563981,11,"Singapore",1993,"Human Rights","Singapore",TRUE
830,49,-0.1016117,14,"Singapore",1994,"Human Rights","Singapore",TRUE
830,50,-0.0982784,14,"Singapore",1995,"Human Rights","Singapore",TRUE
830,51,-0.3376167,17,"Singapore",1996,"Human Rights","Singapore",TRUE
830,52,-0.4808511,20,"Singapore",1997,"Human Rights","Singapore",TRUE
830,53,-0.629862,14,"Singapore",1998,"Human Rights","Singapore",TRUE
830,54,-0.4917539,19,"Singapore",1999,"Human Rights","Singapore",TRUE
830,55,-0.054587,17,"Singapore",2000,"Human Rights","Singapore",TRUE
830,56,-0.1465816,21,"Singapore",2001,"Human Rights","Singapore",TRUE
830,57,0.04793224,19,"Singapore",2002,"Human Rights","Singapore",TRUE
830,58,0.02984989,22,"Singapore",2003,"Human Rights","Singapore",TRUE
830,59,0.01836896,19,"Singapore",2004,"Human Rights","Singapore",TRUE
830,60,-0.1483537,20,"Singapore",2005,"Human Rights","Singapore",TRUE
830,61,-0.07256963,27,"Singapore",2006,"Human Rights","Singapore",TRUE
830,62,-0.1192225,26,"Singapore",2007,"Human Rights","Singapore",TRUE
830,63,-0.2259818,26,"Singapore",2008,"Human Rights","Singapore",TRUE
830,64,-0.2994217,24,"Singapore",2009,"Human Rights","Singapore",TRUE
830,65,-0.3725454,23,"Singapore",2010,"Human Rights","Singapore",TRUE
830,66,-0.7629344,24,"Singapore",2011,"Human Rights","Singapore",TRUE
830,67,-0.4037142,22,"Singapore",2012,"Human Rights","Singapore",TRUE
830,68,-0.6681068,21,"Singapore",2013,"Human Rights","Singapore",TRUE
830,69,-0.4364108,18,"Singapore",2014,"Human Rights","Singapore",TRUE
830,70,-0.603099,20,"Singapore",2015,"Human Rights","Singapore",TRUE
830,71,-0.6568503,18,"Singapore",2016,"Human Rights","Singapore",TRUE
830,72,-0.6920029,29,"Singapore",2017,"Human Rights","Singapore",TRUE
830,73,-0.5672741,22,"Singapore",2018,"Human Rights","Singapore",TRUE
830,74,-0.668869,14,"Singapore",2019,"Human Rights","Singapore",TRUE
835,39,-0.02640765,15,"Brunei",1984,"Human Rights","Brunei",TRUE
835,40,-0.1690364,15,"Brunei",1985,"Human Rights","Brunei",TRUE
835,41,-0.3214302,23,"Brunei",1986,"Human Rights","Brunei",TRUE
835,42,-0.4111796,19,"Brunei",1987,"Human Rights","Brunei",TRUE
835,43,-0.6667111,18,"Brunei",1988,"Human Rights","Brunei",TRUE
835,44,-0.6351044,13,"Brunei",1989,"Human Rights","Brunei",TRUE
835,45,-0.6088898,10,"Brunei",1990,"Human Rights","Brunei",TRUE
835,46,-1.062582,11,"Brunei",1991,"Human Rights","Brunei",TRUE
835,47,-0.9426582,11,"Brunei",1992,"Human Rights","Brunei",TRUE
835,48,-0.9199309,11,"Brunei",1993,"Human Rights","Brunei",TRUE
835,49,-0.8897637,14,"Brunei",1994,"Human Rights","Brunei",TRUE
835,50,-0.9574098,14,"Brunei",1995,"Human Rights","Brunei",TRUE
835,51,-0.9102007,17,"Brunei",1996,"Human Rights","Brunei",TRUE
835,52,-0.8083361,20,"Brunei",1997,"Human Rights","Brunei",TRUE
835,53,-0.8817544,14,"Brunei",1998,"Human Rights","Brunei",TRUE
835,54,-0.7043323,19,"Brunei",1999,"Human Rights","Brunei",TRUE
835,55,-0.5782314,17,"Brunei",2000,"Human Rights","Brunei",TRUE
835,56,-0.7838709,21,"Brunei",2001,"Human Rights","Brunei",TRUE
835,57,-0.6427945,19,"Brunei",2002,"Human Rights","Brunei",TRUE
835,58,-0.9819994,22,"Brunei",2003,"Human Rights","Brunei",TRUE
835,59,-0.6559273,19,"Brunei",2004,"Human Rights","Brunei",TRUE
835,60,-1.031534,20,"Brunei",2005,"Human Rights","Brunei",TRUE
835,61,-0.8763946,27,"Brunei",2006,"Human Rights","Brunei",TRUE
835,62,-0.5795532,26,"Brunei",2007,"Human Rights","Brunei",TRUE
835,63,-0.5779438,26,"Brunei",2008,"Human Rights","Brunei",TRUE
835,64,-0.8626051,24,"Brunei",2009,"Human Rights","Brunei",TRUE
835,65,-1.031525,23,"Brunei",2010,"Human Rights","Brunei",TRUE
835,66,-1.075188,22,"Brunei",2011,"Human Rights","Brunei",TRUE
835,67,-0.9714146,22,"Brunei",2012,"Human Rights","Brunei",TRUE
835,68,-1.060585,21,"Brunei",2013,"Human Rights","Brunei",TRUE
835,69,-1.05261,17,"Brunei",2014,"Human Rights","Brunei",TRUE
835,70,-0.9701724,20,"Brunei",2015,"Human Rights","Brunei",TRUE
835,71,-1.051198,18,"Brunei",2016,"Human Rights","Brunei",TRUE
835,72,-0.8107669,29,"Brunei",2017,"Human Rights","Brunei",TRUE
835,73,-0.9998085,22,"Brunei",2018,"Human Rights","Brunei",TRUE
835,74,-0.8954882,14,"Brunei",2019,"Human Rights","Brunei",TRUE
840,25,0.7142327,14,"Philippines",1970,"Human Rights","Philippines",TRUE
840,26,0.7606194,8,"Philippines",1971,"Human Rights","Philippines",TRUE
840,27,0.5088937,15,"Philippines",1972,"Human Rights","Philippines",TRUE
840,28,0.07186639,23,"Philippines",1973,"Human Rights","Philippines",TRUE
840,29,-0.1557621,20,"Philippines",1974,"Human Rights","Philippines",TRUE
840,30,0.004643374,21,"Philippines",1975,"Human Rights","Philippines",TRUE
840,31,0.06883274,17,"Philippines",1976,"Human Rights","Philippines",TRUE
840,32,-0.04918405,19,"Philippines",1977,"Human Rights","Philippines",TRUE
840,33,-0.2777184,16,"Philippines",1978,"Human Rights","Philippines",TRUE
840,34,-0.183097,16,"Philippines",1979,"Human Rights","Philippines",TRUE
840,35,-0.1167971,18,"Philippines",1980,"Human Rights","Philippines",TRUE
840,36,0.2607124,13,"Philippines",1981,"Human Rights","Philippines",TRUE
840,37,0.02096772,21,"Philippines",1982,"Human Rights","Philippines",TRUE
840,38,0.05022227,19,"Philippines",1983,"Human Rights","Philippines",TRUE
840,39,0.1065769,14,"Philippines",1984,"Human Rights","Philippines",TRUE
840,40,0.1882614,16,"Philippines",1985,"Human Rights","Philippines",TRUE
840,41,0.1022054,24,"Philippines",1986,"Human Rights","Philippines",TRUE
840,42,0.05972784,19,"Philippines",1987,"Human Rights","Philippines",TRUE
840,43,0.3022018,18,"Philippines",1988,"Human Rights","Philippines",TRUE
840,44,0.4126863,13,"Philippines",1989,"Human Rights","Philippines",TRUE
840,45,-0.01523469,10,"Philippines",1990,"Human Rights","Philippines",TRUE
840,46,-0.1435479,11,"Philippines",1991,"Human Rights","Philippines",TRUE
840,47,-0.261134,11,"Philippines",1992,"Human Rights","Philippines",TRUE
840,48,-0.6602574,11,"Philippines",1993,"Human Rights","Philippines",TRUE
840,49,-0.7553855,14,"Philippines",1994,"Human Rights","Philippines",TRUE
840,50,-0.6549062,14,"Philippines",1995,"Human Rights","Philippines",TRUE
840,51,-0.5975725,17,"Philippines",1996,"Human Rights","Philippines",TRUE
840,52,-0.7939439,20,"Philippines",1997,"Human Rights","Philippines",TRUE
840,53,-0.9841637,14,"Philippines",1998,"Human Rights","Philippines",TRUE
840,54,-0.8680518,19,"Philippines",1999,"Human Rights","Philippines",TRUE
840,55,-0.4132556,17,"Philippines",2000,"Human Rights","Philippines",TRUE
840,56,-0.2861886,21,"Philippines",2001,"Human Rights","Philippines",TRUE
840,57,-0.2771855,19,"Philippines",2002,"Human Rights","Philippines",TRUE
840,58,-0.3296264,22,"Philippines",2003,"Human Rights","Philippines",TRUE
840,59,-0.3189881,19,"Philippines",2004,"Human Rights","Philippines",TRUE
840,60,-0.3052638,20,"Philippines",2005,"Human Rights","Philippines",TRUE
840,61,-0.2881983,27,"Philippines",2006,"Human Rights","Philippines",TRUE
840,62,-0.3748332,26,"Philippines",2007,"Human Rights","Philippines",TRUE
840,63,-0.3719591,26,"Philippines",2008,"Human Rights","Philippines",TRUE
840,64,-0.3891073,21,"Philippines",2009,"Human Rights","Philippines",TRUE
840,65,-0.3893896,23,"Philippines",2010,"Human Rights","Philippines",TRUE
840,66,-0.4421448,24,"Philippines",2011,"Human Rights","Philippines",TRUE
840,67,-0.3947816,22,"Philippines",2012,"Human Rights","Philippines",TRUE
840,68,-0.4724688,21,"Philippines",2013,"Human Rights","Philippines",TRUE
840,69,-0.370641,18,"Philippines",2014,"Human Rights","Philippines",TRUE
840,70,-0.3419481,20,"Philippines",2015,"Human Rights","Philippines",TRUE
840,71,-0.5686013,18,"Philippines",2016,"Human Rights","Philippines",TRUE
840,72,-0.8207153,29,"Philippines",2017,"Human Rights","Philippines",TRUE
840,73,-0.6168843,22,"Philippines",2018,"Human Rights","Philippines",TRUE
840,74,-0.8368738,14,"Philippines",2019,"Human Rights","Philippines",TRUE
850,25,0.03717709,14,"Indonesia",1970,"Human Rights","Indonesia",TRUE
850,26,-0.2724767,8,"Indonesia",1971,"Human Rights","Indonesia",TRUE
850,27,-0.3978468,15,"Indonesia",1972,"Human Rights","Indonesia",TRUE
850,28,-0.3459432,23,"Indonesia",1973,"Human Rights","Indonesia",TRUE
850,29,-0.40914,20,"Indonesia",1974,"Human Rights","Indonesia",TRUE
850,30,-0.3979517,21,"Indonesia",1975,"Human Rights","Indonesia",TRUE
850,31,-0.08712776,17,"Indonesia",1976,"Human Rights","Indonesia",TRUE
850,32,-0.06367452,19,"Indonesia",1977,"Human Rights","Indonesia",TRUE
850,33,-0.2199045,16,"Indonesia",1978,"Human Rights","Indonesia",TRUE
850,34,-0.3954394,16,"Indonesia",1979,"Human Rights","Indonesia",TRUE
850,35,-0.3505192,18,"Indonesia",1980,"Human Rights","Indonesia",TRUE
850,36,-0.2207118,13,"Indonesia",1981,"Human Rights","Indonesia",TRUE
850,37,-0.2637751,21,"Indonesia",1982,"Human Rights","Indonesia",TRUE
850,38,-0.07044219,19,"Indonesia",1983,"Human Rights","Indonesia",TRUE
850,39,-0.1222886,14,"Indonesia",1984,"Human Rights","Indonesia",TRUE
850,40,-0.3390145,15,"Indonesia",1985,"Human Rights","Indonesia",TRUE
850,41,-0.8942784,23,"Indonesia",1986,"Human Rights","Indonesia",TRUE
850,42,-0.9716464,18,"Indonesia",1987,"Human Rights","Indonesia",TRUE
850,43,-0.9778757,18,"Indonesia",1988,"Human Rights","Indonesia",TRUE
850,44,-0.9316756,13,"Indonesia",1989,"Human Rights","Indonesia",TRUE
850,45,-0.8373506,10,"Indonesia",1990,"Human Rights","Indonesia",TRUE
850,46,-1.205626,11,"Indonesia",1991,"Human Rights","Indonesia",TRUE
850,47,-1.154864,11,"Indonesia",1992,"Human Rights","Indonesia",TRUE
850,48,-1.55867,11,"Indonesia",1993,"Human Rights","Indonesia",TRUE
850,49,-1.694341,14,"Indonesia",1994,"Human Rights","Indonesia",TRUE
850,50,-1.634082,14,"Indonesia",1995,"Human Rights","Indonesia",TRUE
850,51,-1.406337,17,"Indonesia",1996,"Human Rights","Indonesia",TRUE
850,52,-1.368039,20,"Indonesia",1997,"Human Rights","Indonesia",TRUE
850,53,-1.174529,14,"Indonesia",1998,"Human Rights","Indonesia",TRUE
850,54,-1.043611,19,"Indonesia",1999,"Human Rights","Indonesia",TRUE
850,55,-1.132634,17,"Indonesia",2000,"Human Rights","Indonesia",TRUE
850,56,-1.084989,21,"Indonesia",2001,"Human Rights","Indonesia",TRUE
850,57,-0.9954208,19,"Indonesia",2002,"Human Rights","Indonesia",TRUE
850,58,-1.006091,22,"Indonesia",2003,"Human Rights","Indonesia",TRUE
850,59,-1.099873,19,"Indonesia",2004,"Human Rights","Indonesia",TRUE
850,60,-1.281534,20,"Indonesia",2005,"Human Rights","Indonesia",TRUE
850,61,-1.330671,27,"Indonesia",2006,"Human Rights","Indonesia",TRUE
850,62,-1.092348,26,"Indonesia",2007,"Human Rights","Indonesia",TRUE
850,63,-1.001818,26,"Indonesia",2008,"Human Rights","Indonesia",TRUE
850,64,-1.039658,24,"Indonesia",2009,"Human Rights","Indonesia",TRUE
850,65,-1.076986,23,"Indonesia",2010,"Human Rights","Indonesia",TRUE
850,66,-0.6226259,24,"Indonesia",2011,"Human Rights","Indonesia",TRUE
850,67,-0.5739336,22,"Indonesia",2012,"Human Rights","Indonesia",TRUE
850,68,-0.7843392,21,"Indonesia",2013,"Human Rights","Indonesia",TRUE
850,69,-0.8316384,18,"Indonesia",2014,"Human Rights","Indonesia",TRUE
850,70,-0.7856849,20,"Indonesia",2015,"Human Rights","Indonesia",TRUE
850,71,-0.8215741,18,"Indonesia",2016,"Human Rights","Indonesia",TRUE
850,72,-0.8056502,29,"Indonesia",2017,"Human Rights","Indonesia",TRUE
