"ccode","session","year","country_label","is_asean","IdealPoint_All","NVotes_All","IdealPoint_HR","NVotes_HR","IdealPoint_Nuclear","NVotes_Nuclear","IdealPoint_ME","NVotes_ME","IdealPoint_Important","NVotes_Important","IdealPoint_NoNukes","NVotes_NoNukes"
811,72,2017,"Cambodia",TRUE,-1.017854,89,-1.081414,29,-0.5358358,16,-0.7524964,17,-0.9464838,17,-1.071131,73
811,73,2018,"Cambodia",TRUE,-1.311314,93,-1.272885,21,-0.5475278,16,-0.7314461,16,-1.468934,15,-1.421414,77
811,74,2019,"Cambodia",TRUE,-1.211804,89,-1.469489,13,-0.5303808,17,-0.7250017,14,NA,NA,-1.446741,72
812,22,1967,"Laos",TRUE,0.211606,46,NA,NA,NA,NA,NA,NA,NA,NA,0.231095,44
812,23,1968,"Laos",TRUE,0.4228936,51,NA,NA,NA,NA,NA,NA,NA,NA,0.4173442,47
812,24,1969,"Laos",TRUE,0.399099,39,NA,NA,NA,NA,NA,NA,NA,NA,0.363534,37
812,25,1970,"Laos",TRUE,0.2436515,53,0.690606,7,NA,NA,NA,NA,NA,NA,0.2488992,50
812,26,1971,"Laos",TRUE,0.458163,92,0.8164488,6,NA,NA,NA,NA,NA,NA,0.4428613,87
812,27,1972,"Laos",TRUE,0.7412372,91,1.256538,13,NA,NA,NA,NA,NA,NA,0.7423571,83
812,28,1973,"Laos",TRUE,0.2541093,70,0.7211326,14,NA,NA,NA,NA,NA,NA,0.247227,65
812,29,1974,"Laos",TRUE,0.5541103,70,0.93426,19,NA,NA,1.140638,8,NA,NA,0.5707035,60
812,30,1975,"Laos",TRUE,-0.4062437,69,-0.1532317,21,NA,NA,0.1317778,9,NA,NA,-0.4365434,58
812,31,1976,"Laos",TRUE,-0.4775069,87,-0.4635889,17,NA,NA,-0.334348,12,NA,NA,-0.5034101,78
812,32,1977,"Laos",TRUE,-0.4087299,82,-0.6657177,19,NA,NA,-0.5244847,13,NA,NA,-0.3887601,75
812,33,1978,"Laos",TRUE,-0.7505633,101,-1.237508,15,-0.581861,15,-0.7351878,15,NA,NA,-0.7282022,86
812,34,1979,"Laos",TRUE,-1.01873,99,-1.333194,16,-0.5809864,13,-0.7869431,19,NA,NA,-0.9860306,86
812,35,1980,"Laos",TRUE,-1.722776,89,-1.579653,17,-0.3639333,17,-0.7835678,20,NA,NA,-1.665958,72
812,36,1981,"Laos",TRUE,-1.805302,120,-1.63768,13,-0.481036,19,-0.8686391,33,NA,NA,-1.776041,101
812,37,1982,"Laos",TRUE,-1.71412,141,-1.463225,21,-0.5461844,25,-0.7520112,33,NA,NA,-1.656616,116
812,38,1983,"Laos",TRUE,-1.595446,133,-1.453003,19,-0.562082,32,-0.672049,35,-2.177023,8,-1.583451,101
812,39,1984,"Laos",TRUE,-1.563466,146,-1.315167,15,-0.6426815,25,-1.205909,33,-2.115436,8,-1.502881,121
812,40,1985,"Laos",TRUE,-1.63855,138,-1.365422,15,-0.7116779,25,-1.444701,31,-2.178418,7,-1.61654,113
812,41,1986,"Laos",TRUE,-1.531042,145,-1.284925,23,-0.7481772,24,-1.361166,29,-2.123903,8,-1.549374,121
812,42,1987,"Laos",TRUE,-1.243326,137,-1.303934,18,-0.7448788,20,-1.098481,29,-2.074692,8,-1.225927,117
812,43,1988,"Laos",TRUE,-0.8939703,134,-1.006267,17,-0.7416882,21,-0.8553175,30,-2.107613,5,-0.9855376,113
812,44,1989,"Laos",TRUE,-0.700737,112,-0.8026476,12,-0.7674295,19,-0.7796063,29,-1.964505,14,-0.6867513,93
812,45,1990,"Laos",TRUE,-0.7428994,83,-0.7309362,10,-0.7213982,17,-0.7281433,27,-1.747793,7,-0.8567236,66
812,46,1991,"Laos",TRUE,-0.85334,73,-0.8869873,11,-0.7465591,11,-0.75626,28,-1.378494,10,-0.8555274,62
812,47,1992,"Laos",TRUE,-1.014907,70,-1.315469,11,-0.8144646,9,-0.8122522,26,-1.633425,15,-0.9460369,61
812,48,1993,"Laos",TRUE,-1.153396,60,-1.203092,11,-0.8602452,4,-0.8252316,19,-1.380203,10,-1.069539,56
812,49,1994,"Laos",TRUE,-1.394321,56,-1.21275,12,-0.8822044,7,-0.9049708,18,-1.562334,9,-1.338362,49
812,50,1995,"Laos",TRUE,-1.204227,72,-1.133943,11,-0.8899751,10,-0.9981952,19,-1.065539,24,-1.207547,62
812,51,1996,"Laos",TRUE,-1.145742,63,-1.017119,15,-0.8942771,10,-0.948914,21,-0.9513066,9,-1.108585,53
812,52,1997,"Laos",TRUE,-1.303954,63,-1.014771,20,-0.9069514,8,-0.9815451,20,-1.144502,10,-1.297664,55
812,53,1998,"Laos",TRUE,-1.131467,55,-0.9800119,14,-0.8713439,10,-0.8829811,21,-1.166583,9,-1.196326,45
812,54,1999,"Laos",TRUE,-1.16003,62,-0.9006042,19,-0.8721572,10,-0.8349445,21,-1.271878,13,-1.174285,52
812,55,2000,"Laos",TRUE,-1.175736,63,-1.058004,17,-0.8365442,11,-0.7936583,22,-1.284068,10,-1.180959,52
812,56,2001,"Laos",TRUE,-1.310367,61,-1.098856,20,-0.8436188,10,-0.7791794,22,-1.270535,10,-1.328843,51
812,57,2002,"Laos",TRUE,-1.077704,63,-0.942681,17,-0.8128759,13,-0.7460968,22,-1.159858,9,-1.03872,50
812,58,2003,"Laos",TRUE,-0.7309938,69,-0.6703203,22,-0.7864029,10,-0.7452884,18,-0.6282682,11,-0.7108725,59
812,59,2004,"Laos",TRUE,-0.8633823,68,-0.5300945,19,-0.7939671,12,-0.7845139,16,-0.7232429,8,-0.8612144,56
812,60,2005,"Laos",TRUE,-0.706509,70,-0.5891322,20,-0.8082196,11,-0.7538926,15,-0.6228705,9,-0.6543439,59
812,61,2006,"Laos",TRUE,-0.9057626,82,-0.7731773,26,-0.8042233,12,-0.7063668,18,-0.7690891,11,-0.924272,70
812,62,2007,"Laos",TRUE,-0.770207,74,-0.8468985,26,-0.7757108,12,-0.679801,15,-0.7839096,12,-0.7622176,62
812,63,2008,"Laos",TRUE,-0.7844991,70,-0.7700195,26,-0.7439948,12,-0.651795,16,-0.7238157,12,-0.7866748,58
812,64,2009,"Laos",TRUE,-0.9056227,63,-0.7111867,22,-0.7410956,13,-0.6438876,16,-0.6570383,10,-0.9126358,50
812,65,2010,"Laos",TRUE,-0.8596067,66,-0.6578905,23,-0.7306885,13,-0.6399297,16,-0.5793251,12,-0.8827902,53
812,66,2011,"Laos",TRUE,-0.9556472,62,-0.8946841,24,-0.7062696,12,-0.6795972,15,-0.7117117,9,-1.012788,50
812,67,2012,"Laos",TRUE,-0.7483954,67,-0.6992905,22,-0.7029638,15,-0.7108581,16,-0.6984952,7,-0.7863059,52
812,68,2013,"Laos",TRUE,-0.8911476,62,-0.6108942,20,-0.6901928,12,-0.7125576,16,-0.7665477,11,-0.9383588,50
812,69,2014,"Laos",TRUE,-1.095788,77,-0.8769361,18,-0.6780145,14,-0.7249803,15,-0.9279078,11,-1.143814,63
812,70,2015,"Laos",TRUE,-1.198651,71,-0.9841702,20,-0.6633841,19,-0.7349309,14,-1.20547,11,-1.242335,52
812,71,2016,"Laos",TRUE,-0.9615447,74,-0.7099757,18,-0.6478727,18,-0.786566,13,-0.8932606,13,-1.00314,56
812,72,2017,"Laos",TRUE,-1.184827,88,-1.0864,29,-0.640466,16,-0.7639111,17,-0.999587,16,-1.227766,72
812,73,2018,"Laos",TRUE,-1.071351,94,-0.9668308,22,-0.6411632,16,-0.7669188,16,-0.8612981,16,-1.018892,78
812,74,2019,"Laos",TRUE,-0.9003623,91,-0.8245837,14,-0.6096225,17,-0.7861924,14,NA,NA,-0.9621035,74
816,32,1977,"Vietnam",TRUE,-1.118072,65,-0.9772772,18,NA,NA,-1.042625,12,NA,NA,-1.093124,63
816,33,1978,"Vietnam",TRUE,-0.9167195,84,-0.9065795,14,-0.3691482,12,-1.075751,15,NA,NA,-0.8845368,72
816,34,1979,"Vietnam",TRUE,-1.241613,99,-1.22089,16,-0.3541111,15,-0.996881,19,NA,NA,-1.135318,84
816,35,1980,"Vietnam",TRUE,-1.527004,89,-1.474787,17,-0.2046925,17,-0.9466231,20,NA,NA,-1.443567,72
816,36,1981,"Vietnam",TRUE,-1.778034,122,-1.563196,13,-0.352952,19,-0.9677578,33,NA,NA,-1.772564,103
816,37,1982,"Vietnam",TRUE,-1.645482,147,-1.441676,21,-0.3655048,26,-1.066378,33,NA,NA,-1.654652,121
816,38,1983,"Vietnam",TRUE,-1.619061,139,-1.447415,19,-0.4695318,32,-1.09977,36,-2.131643,8,-1.606693,107
816,39,1984,"Vietnam",TRUE,-1.458783,145,-1.229405,15,-0.5562209,25,-1.342053,33,-2.147412,8,-1.40146,120
816,40,1985,"Vietnam",TRUE,-1.589165,142,-1.254897,15,-0.638402,25,-1.453953,31,-2.164542,7,-1.568446,117
816,41,1986,"Vietnam",TRUE,-1.527537,145,-1.270173,23,-0.6852213,24,-1.370776,29,-2.155835,8,-1.534799,121
816,42,1987,"Vietnam",TRUE,-1.223249,142,-1.274981,18,-0.7071146,20,-1.309399,30,-2.052253,8,-1.228859,122
816,43,1988,"Vietnam",TRUE,-1.293178,134,-1.044235,17,-0.6885317,21,-1.152217,30,-2.129403,5,-1.39634,113
816,44,1989,"Vietnam",TRUE,-0.7832253,114,-0.8762418,12,-0.7142979,20,-0.9141382,29,-1.914872,14,-0.7833015,94
816,45,1990,"Vietnam",TRUE,-0.9032005,84,-0.7894098,9,-0.6928799,17,-0.7913654,27,-1.804739,7,-1.093708,67
816,46,1991,"Vietnam",TRUE,-1.041696,73,-0.9875084,10,-0.7312359,11,-0.7900289,28,-1.748383,9,-1.101739,62
816,47,1992,"Vietnam",TRUE,-1.299378,73,-1.347707,11,-0.8194601,9,-0.7987829,26,-1.77151,16,-1.284555,64
816,48,1993,"Vietnam",TRUE,-1.610302,64,-1.606371,11,-0.8580847,5,-0.9130559,21,-1.91173,13,-1.525585,59
816,49,1994,"Vietnam",TRUE,-1.658764,61,-1.758835,12,-0.9645899,10,-1.018154,19,-2.100567,13,-1.659452,51
816,50,1995,"Vietnam",TRUE,-1.545748,74,-1.831767,11,-0.9541044,12,-1.121587,20,-1.626201,26,-1.649423,62
816,51,1996,"Vietnam",TRUE,-1.421923,66,-1.511031,15,-0.954698,11,-1.089622,22,-1.606468,9,-1.493508,55
816,52,1997,"Vietnam",TRUE,-1.55807,63,-1.457383,18,-0.9771531,9,-1.086409,22,-1.790374,9,-1.591598,54
816,53,1998,"Vietnam",TRUE,-1.311989,55,-1.33836,12,-0.9391455,11,-0.9605684,21,-1.713231,8,-1.425154,44
816,54,1999,"Vietnam",TRUE,-1.474536,60,-1.310583,17,-0.9164559,10,-0.8577743,21,-1.693844,11,-1.520228,50
816,55,2000,"Vietnam",TRUE,-1.298028,62,-1.278014,16,-0.8840767,11,-0.7934215,22,-1.544171,10,-1.341245,51
816,56,2001,"Vietnam",TRUE,-1.380804,61,-1.209806,19,-0.8830438,10,-0.7567529,21,-1.403011,9,-1.442702,51
816,57,2002,"Vietnam",TRUE,-1.425747,70,-1.021667,18,-0.8656374,14,-0.7969829,22,-1.496845,12,-1.473523,56
816,58,2003,"Vietnam",TRUE,-1.532455,71,-1.210857,21,-0.8443588,11,-0.8186734,18,-1.729389,9,-1.588986,60
816,59,2004,"Vietnam",TRUE,-1.485679,66,-1.174071,18,-0.83225,12,-0.8013872,17,-1.684999,8,-1.546824,54
816,60,2005,"Vietnam",TRUE,-1.405593,67,-1.331464,18,-0.8444752,11,-0.7724201,15,-1.424861,9,-1.494603,56
816,61,2006,"Vietnam",TRUE,-1.417416,89,-1.353099,27,-0.8412614,13,-0.7342334,19,-1.494869,11,-1.45065,76
816,62,2007,"Vietnam",TRUE,-1.223048,76,-1.309589,26,-0.8153674,12,-0.7124193,15,-1.380785,12,-1.312061,64
816,63,2008,"Vietnam",TRUE,-1.290977,71,-1.265394,26,-0.7865079,12,-0.6462072,16,-1.314493,12,-1.34325,59
816,64,2009,"Vietnam",TRUE,-1.297024,65,-1.262803,24,-0.7715032,13,-0.6479321,16,-1.224288,12,-1.39969,52
816,65,2010,"Vietnam",TRUE,-1.294863,66,-1.165413,23,-0.7501832,13,-0.6596046,16,-1.211351,12,-1.429258,53
816,66,2011,"Vietnam",TRUE,-1.226559,66,-1.318541,24,-0.7417512,12,-0.7032818,15,-1.328911,10,-1.336074,54
816,67,2012,"Vietnam",TRUE,-1.144086,68,-1.138491,22,-0.6952904,15,-0.7109594,16,-1.285302,7,-1.26181,53
816,68,2013,"Vietnam",TRUE,-1.118149,62,-1.087725,21,-0.6852876,12,-0.7428875,16,-1.082855,9,-1.233734,50
816,69,2014,"Vietnam",TRUE,-1.113908,78,-1.239811,18,-0.6788044,14,-0.7854878,15,-1.109588,12,-1.196244,64
816,70,2015,"Vietnam",TRUE,-1.085462,69,-1.220421,19,-0.6460994,19,-0.7655895,14,-1.209583,11,-1.212809,50
816,71,2016,"Vietnam",TRUE,-1.103752,74,-1.089826,18,-0.6482952,18,-0.7767398,13,-0.9890041,12,-1.1661,56
816,72,2017,"Vietnam",TRUE,-0.9702065,89,-0.9439817,29,-0.6320259,16,-0.761957,17,-0.9586942,17,-1.004927,73
816,73,2018,"Vietnam",TRUE,-0.8979024,94,-1.082805,22,-0.6265297,16,-0.7659224,16,-0.95913,16,-0.9025499,78
816,74,2019,"Vietnam",TRUE,-0.8158486,89,-1.048693,14,-0.6027181,17,-0.7672715,14,NA,NA,-0.8397639,72
820,22,1967,"Malaysia",TRUE,-0.2067994,55,NA,NA,NA,NA,NA,NA,NA,NA,-0.2137426,51
820,23,1968,"Malaysia",TRUE,0.5581455,51,NA,NA,NA,NA,NA,NA,NA,NA,0.5356795,47
820,24,1969,"Malaysia",TRUE,0.3651082,44,NA,NA,NA,NA,NA,NA,NA,NA,0.369191,42
820,25,1970,"Malaysia",TRUE,0.03083723,67,0.1358069,14,NA,NA,NA,NA,NA,NA,0.02815382,64
820,26,1971,"Malaysia",TRUE,-0.2214808,116,-0.2267667,8,NA,NA,NA,NA,NA,NA,-0.2237254,111
820,27,1972,"Malaysia",TRUE,-0.1489833,100,-0.3522822,14,NA,NA,NA,NA,NA,NA,-0.1970852,92
820,28,1973,"Malaysia",TRUE,-0.0296681,90,-0.05943864,23,NA,NA,NA,NA,NA,NA,-0.04815109,85
820,29,1974,"Malaysia",TRUE,0.1544201,73,-0.2961574,20,NA,NA,-1.089205,9,NA,NA,0.1320487,62
820,30,1975,"Malaysia",TRUE,-0.08858551,69,-0.3381271,21,NA,NA,-1.111353,9,NA,NA,-0.09224567,58
820,31,1976,"Malaysia",TRUE,-0.1284095,87,-0.08879421,17,NA,NA,-1.157301,12,NA,NA,-0.1520153,78
820,32,1977,"Malaysia",TRUE,0.01341196,91,-0.06578046,19,NA,NA,-1.121061,13,NA,NA,-0.005371608,82
820,33,1978,"Malaysia",TRUE,-0.1295591,127,-0.2201553,16,-1.243447,17,-1.033084,16,NA,NA,-0.1215721,110
820,34,1979,"Malaysia",TRUE,-0.04905508,122,-0.412662,16,-1.248073,16,-0.6232057,23,NA,NA,-0.01218438,106
820,35,1980,"Malaysia",TRUE,-0.07671338,102,-0.3768138,18,-1.253225,17,-0.5632259,22,NA,NA,-0.02431315,85
820,36,1981,"Malaysia",TRUE,-0.09054285,134,-0.2963247,13,-1.102122,19,-0.6036754,33,NA,NA,-0.110929,115
820,37,1982,"Malaysia",TRUE,-0.05159874,158,-0.02700019,21,-0.8410119,26,-0.5623292,34,NA,NA,-0.02947763,132
820,38,1983,"Malaysia",TRUE,-0.1692587,149,-0.1061507,19,-0.617801,32,-0.5274208,36,0.0377648,8,-0.1631355,117
820,39,1984,"Malaysia",TRUE,-0.2104072,148,-0.2013197,14,-0.4803487,25,-0.4453029,33,-0.05094306,8,-0.2266753,123
820,40,1985,"Malaysia",TRUE,-0.08585492,153,-0.2380393,15,-0.3016469,25,-0.4541386,31,-0.004991671,9,-0.1297743,128
820,41,1986,"Malaysia",TRUE,-0.2829036,153,-0.2583532,23,-0.3847629,24,-0.5010471,29,0.03013217,10,-0.2305146,129
820,42,1987,"Malaysia",TRUE,-0.2992736,144,-0.2221499,19,-0.4334915,20,-0.541088,30,-0.06081223,9,-0.2347611,124
820,43,1988,"Malaysia",TRUE,-0.3041643,135,-0.5818098,18,-0.4922099,21,-0.5966714,30,-0.2557585,6,-0.2855341,114
820,44,1989,"Malaysia",TRUE,-0.5607435,115,-0.5689229,12,-0.4955811,20,-0.6138058,29,-0.3319993,14,-0.5409755,95
820,45,1990,"Malaysia",TRUE,-0.7447847,86,-0.5403811,10,-0.5692456,17,-0.6691303,27,-0.5088955,8,-0.637273,69
820,46,1991,"Malaysia",TRUE,-1.265489,75,-1.041101,11,-0.6063866,11,-0.7079271,28,-1.311292,10,-1.236733,64
820,47,1992,"Malaysia",TRUE,-1.134028,74,-1.112109,11,-0.675301,9,-0.7637494,26,-1.388022,16,-1.083446,65
820,48,1993,"Malaysia",TRUE,-1.144714,65,-1.240955,11,-0.720094,5,-0.8857094,21,-1.344752,13,-1.103592,60
820,49,1994,"Malaysia",TRUE,-0.825638,66,-1.002509,14,-0.7811945,10,-1.014523,19,-1.124445,15,-0.7365274,56
820,50,1995,"Malaysia",TRUE,-0.7081681,81,-0.7592954,14,-0.7568321,12,-1.087063,20,-0.802282,28,-0.6916933,69
820,51,1996,"Malaysia",TRUE,-0.709416,74,-0.6770192,17,-0.7310131,11,-1.070906,22,-0.857246,11,-0.717296,63
820,52,1997,"Malaysia",TRUE,-0.7307247,72,-0.6230782,20,-0.7380196,9,-1.045068,22,-0.9268007,11,-0.73673,63
820,53,1998,"Malaysia",TRUE,-0.6943839,64,-0.8020887,14,-0.6837949,11,-0.8995834,21,-0.9312479,10,-0.6950072,53
820,54,1999,"Malaysia",TRUE,-0.6770912,68,-0.613699,19,-0.6652641,10,-0.8557115,21,-0.9555441,13,-0.678448,58
820,55,2000,"Malaysia",TRUE,-0.7170871,67,-0.5326938,17,-0.6720772,11,-0.8195361,22,-1.174405,10,-0.6778567,56
820,56,2001,"Malaysia",TRUE,-0.9707743,67,-0.9251416,20,-0.6916633,10,-0.7968012,22,-1.218897,10,-0.9496722,57
820,57,2002,"Malaysia",TRUE,-0.8086235,74,-0.6739254,19,-0.7112672,14,-0.790155,22,-1.155732,13,-0.7582099,60
820,58,2003,"Malaysia",TRUE,-1.019912,76,-1.006754,22,-0.6909681,11,-0.8982326,19,-1.11547,13,-1.00155,65
820,59,2004,"Malaysia",TRUE,-0.8351454,72,-0.6688621,19,-0.6711387,12,-0.8460711,17,-1.058647,8,-0.8488117,60
820,60,2005,"Malaysia",TRUE,-1.141909,75,-1.196319,20,-0.6953399,11,-0.8106454,15,-1.043127,10,-1.181692,64
820,61,2006,"Malaysia",TRUE,-0.8188019,92,-0.7212483,27,-0.6871258,13,-0.7712943,19,-1.119802,12,-0.8504407,79
820,62,2007,"Malaysia",TRUE,-1.150309,79,-1.216421,26,-0.6969418,12,-0.7297159,15,-1.418971,12,-1.197297,67
820,63,2008,"Malaysia",TRUE,-0.9006664,75,-0.8975312,26,-0.6779512,12,-0.6760195,16,-1.408765,12,-0.9437302,63
820,64,2009,"Malaysia",TRUE,-1.085097,67,-1.173184,24,-0.6789757,13,-0.6688796,16,-1.449015,12,-1.10987,54
820,65,2010,"Malaysia",TRUE,-1.214377,68,-1.388767,23,-0.6584143,13,-0.6649656,16,-1.350284,13,-1.262095,55
820,66,2011,"Malaysia",TRUE,-0.7337141,68,-0.739231,24,-0.6298671,12,-0.6843076,15,-0.8286607,10,-0.7807837,56
820,67,2012,"Malaysia",TRUE,-0.8216565,69,-0.6548042,22,-0.6305773,15,-0.6864279,16,-0.7209948,8,-0.7821432,54
820,68,2013,"Malaysia",TRUE,-0.6120587,64,-0.4671867,21,-0.6541745,12,-0.7042697,16,-0.4982043,11,-0.5878926,52
820,69,2014,"Malaysia",TRUE,-0.8141416,80,-0.6332736,18,-0.6340056,14,-0.7197626,15,-0.6452148,13,-0.7818819,66
820,70,2015,"Malaysia",TRUE,-0.7539126,73,-0.5570766,20,-0.6061271,19,-0.7134279,14,-0.6329548,13,-0.7122136,54
820,71,2016,"Malaysia",TRUE,-0.7258002,76,-0.6445598,18,-0.6124288,18,-0.7581481,13,-0.3017044,13,-0.6472392,58
820,72,2017,"Malaysia",TRUE,-0.7285891,87,-0.4505008,28,-0.6181437,16,-0.7459748,17,-0.4385166,17,-0.6481041,71
820,73,2018,"Malaysia",TRUE,-0.707167,94,-0.490227,22,-0.587451,16,-0.7046033,16,-0.4703478,16,-0.6412141,78
820,74,2019,"Malaysia",TRUE,-0.7350401,91,-0.5643445,14,-0.5814589,17,-0.7647953,14,NA,NA,-0.6574501,74
830,22,1967,"Singapore",TRUE,-0.2541428,46,NA,NA,NA,NA,NA,NA,NA,NA,-0.2822872,42
830,23,1968,"Singapore",TRUE,-0.06829479,51,NA,NA,NA,NA,NA,NA,NA,NA,-0.06846383,47
830,24,1969,"Singapore",TRUE,0.2169616,38,NA,NA,NA,NA,NA,NA,NA,NA,0.2157105,36
830,25,1970,"Singapore",TRUE,0.1826552,64,0.6331632,14,NA,NA,NA,NA,NA,NA,0.1761179,61
830,26,1971,"Singapore",TRUE,0.2542822,119,0.4802645,8,NA,NA,NA,NA,NA,NA,0.2405533,114
830,27,1972,"Singapore",TRUE,0.3251622,96,0.7858223,12,NA,NA,NA,NA,NA,NA,0.3062144,88
830,28,1973,"Singapore",TRUE,0.08743088,90,0.09990291,23,NA,NA,NA,NA,NA,NA,0.09232473,85
830,29,1974,"Singapore",TRUE,0.2636038,71,0.1938305,19,NA,NA,0.06918811,8,NA,NA,0.2582258,61
830,30,1975,"Singapore",TRUE,0.2437402,66,0.04768693,20,NA,NA,-0.334714,9,NA,NA,0.2054044,55
830,31,1976,"Singapore",TRUE,0.04754302,83,-0.0226193,14,NA,NA,-0.141782,12,NA,NA,0.05017957,74
830,32,1977,"Singapore",TRUE,0.2098513,90,-0.0244081,18,NA,NA,-0.0880775,13,NA,NA,0.2268612,81
830,33,1978,"Singapore",TRUE,0.3208412,125,-0.1229667,16,0.4678278,16,0.1878442,16,NA,NA,0.3098972,109
830,34,1979,"Singapore",TRUE,0.4022012,119,0.171334,15,0.4343981,16,0.3396975,23,NA,NA,0.3937006,103
830,35,1980,"Singapore",TRUE,0.3073592,99,0.2029148,17,0.2777112,16,0.1988186,21,NA,NA,0.3139193,83
830,36,1981,"Singapore",TRUE,0.2668015,121,0.3152129,13,0.2470705,17,0.2368946,29,NA,NA,0.2338308,104
830,37,1982,"Singapore",TRUE,0.2638299,148,0.09761994,19,0.3140515,25,0.2989932,30,NA,NA,0.2302024,123
830,38,1983,"Singapore",TRUE,0.08397244,142,-0.04127218,19,0.2418057,31,0.09991594,34,0.3816183,8,-0.01469887,111
830,39,1984,"Singapore",TRUE,-0.05343077,139,-0.3257842,14,0.1093768,22,-0.0255303,31,0.3475978,8,-0.05152021,117
830,40,1985,"Singapore",TRUE,-0.01521441,139,-0.1425715,15,-0.0205116,22,-0.005440521,28,0.2645956,9,0.01568215,117
830,41,1986,"Singapore",TRUE,0.06272764,138,-0.1806229,23,-0.1144372,19,-0.01110526,26,0.2061332,8,0.1011857,119
830,42,1987,"Singapore",TRUE,0.07603314,136,0.1650267,19,0.007979754,18,0.2806008,29,0.3117664,9,0.01613497,118
830,43,1988,"Singapore",TRUE,0.01409959,129,-0.09448743,16,0.1308874,19,0.1944529,30,0.1464926,4,-0.09635666,110
830,44,1989,"Singapore",TRUE,-0.1204484,112,-0.2281602,13,0.1063929,19,0.09401133,29,0.2744838,13,-0.1579413,93
830,45,1990,"Singapore",TRUE,-0.2221511,86,-0.3254265,10,0.04220063,17,0.05952736,27,0.2857214,8,-0.3113698,69
830,46,1991,"Singapore",TRUE,-0.4305252,75,-0.2552136,11,-0.06251481,11,-0.1655931,28,-0.05728488,10,-0.4694762,64
830,47,1992,"Singapore",TRUE,-0.1674723,74,0.001436497,11,-0.1303288,9,-0.03673138,26,0.126259,16,-0.1240379,65
830,48,1993,"Singapore",TRUE,-0.2065345,65,0.03563981,11,-0.1278235,5,-0.1735049,21,0.2783514,13,-0.1941095,60
830,49,1994,"Singapore",TRUE,-0.2829695,68,-0.1016117,14,-0.227088,10,-0.1225778,19,0.1897314,15,-0.2253043,58
830,50,1995,"Singapore",TRUE,-0.3253058,81,-0.0982784,14,-0.2501927,12,-0.2056925,20,-0.1065888,28,-0.3073042,69
830,51,1996,"Singapore",TRUE,-0.4127312,74,-0.3376167,17,-0.2878978,11,-0.03595664,22,-0.2886211,11,-0.3999122,63
830,52,1997,"Singapore",TRUE,-0.5714862,72,-0.4808511,20,-0.3288244,9,0.009318852,22,-0.5514246,11,-0.5883082,63
830,53,1998,"Singapore",TRUE,-0.2649548,64,-0.629862,14,-0.3623742,11,0.1155395,21,-0.6353176,10,-0.2344937,53
830,54,1999,"Singapore",TRUE,-0.3553609,67,-0.4917539,19,-0.4043629,10,-0.1496298,21,-0.7400932,13,-0.3578825,57
830,55,2000,"Singapore",TRUE,-0.1969106,67,-0.054587,17,-0.423254,11,-0.2158549,22,-0.2370234,10,-0.1802079,56
830,56,2001,"Singapore",TRUE,-0.2843417,68,-0.1465816,21,-0.4381899,10,-0.427648,22,-0.3057244,10,-0.2374097,58
830,57,2002,"Singapore",TRUE,-0.1752234,74,0.04793224,19,-0.4844153,14,-0.5925312,22,-0.2537858,13,-0.1113717,60
830,58,2003,"Singapore",TRUE,-0.181328,76,0.02984989,22,-0.5002244,11,-0.6698044,19,-0.2441699,13,-0.1361168,65
830,59,2004,"Singapore",TRUE,-0.2258122,71,0.01836896,19,-0.4858118,11,-0.7673079,17,-0.3988965,8,-0.1928935,60
830,60,2005,"Singapore",TRUE,-0.3244231,75,-0.1483537,20,-0.5557544,11,-0.7346553,15,-0.5443368,10,-0.2615612,64
830,61,2006,"Singapore",TRUE,-0.2509605,92,-0.07256963,27,-0.5754496,13,-0.7268835,19,-0.4640055,12,-0.2206652,79
830,62,2007,"Singapore",TRUE,-0.2576967,79,-0.1192225,26,-0.6115147,12,-0.7021437,15,-0.432991,12,-0.2355986,67
830,63,2008,"Singapore",TRUE,-0.3819349,76,-0.2259818,26,-0.6075284,13,-0.6856135,16,-0.4908613,12,-0.3593221,63
830,64,2009,"Singapore",TRUE,-0.4208825,68,-0.2994217,24,-0.610244,13,-0.6896942,16,-0.4933072,12,-0.3932095,55
830,65,2010,"Singapore",TRUE,-0.4830081,68,-0.3725454,23,-0.604258,13,-0.6701896,16,-0.5597991,13,-0.4754323,55
830,66,2011,"Singapore",TRUE,-0.7073248,68,-0.7629344,24,-0.5997108,12,-0.6542909,15,-0.732875,10,-0.7807261,56
830,67,2012,"Singapore",TRUE,-0.4183676,69,-0.4037142,22,-0.6048057,15,-0.2856941,16,-0.4174266,8,-0.384218,54
830,68,2013,"Singapore",TRUE,-0.6413542,64,-0.6681068,21,-0.584578,12,-0.5175664,16,-0.526924,11,-0.6170562,52
830,69,2014,"Singapore",TRUE,-0.4512846,80,-0.4364108,18,-0.5877528,14,-0.678103,15,-0.5734424,13,-0.4310364,66
830,70,2015,"Singapore",TRUE,-0.6674758,73,-0.603099,20,-0.5848673,19,-0.6911069,14,-0.6165871,13,-0.6587196,54
830,71,2016,"Singapore",TRUE,-0.6288597,78,-0.6568503,18,-0.5797534,18,-0.7227881,13,-0.5133506,13,-0.6158252,60
830,72,2017,"Singapore",TRUE,-0.7473469,90,-0.6920029,29,-0.5686316,16,-0.7458586,17,-0.6059711,17,-0.7566814,74
830,73,2018,"Singapore",TRUE,-0.4258829,95,-0.5672741,22,-0.3265844,16,-0.7282656,16,-0.6010982,16,-0.4440502,79
