"ccode","session","IdealPoint","NVotes","Countryname","year","issue","country_label","is_asean","us_ip","china_ip","dist_us","dist_china","signed_dist_us","signed_dist_china","closer_to"
775,22,-0.3535548,55,"Myanmar (Burma)",1967,"All","Myanmar",TRUE,2.426986,NA,2.7805408,NA,-2.7805408,NA,NA
775,23,-0.3450435,42,"Myanmar (Burma)",1968,"All","Myanmar",TRUE,2.295532,NA,2.6405755,NA,-2.6405755,NA,NA
775,24,-0.1445155,43,"Myanmar (Burma)",1969,"All","Myanmar",TRUE,2.119463,NA,2.2639785,NA,-2.2639785,NA,NA
775,25,0.1355665,62,"Myanmar (Burma)",1970,"All","Myanmar",TRUE,2.171009,NA,2.0354425,NA,-2.0354425,NA,NA
775,26,-0.2501292,117,"Myanmar (Burma)",1971,"All","Myanmar",TRUE,1.767618,-0.9760724,2.0177472,0.7259432,-2.0177472,0.7259432,"China"
775,27,-0.1410814,101,"Myanmar (Burma)",1972,"All","Myanmar",TRUE,2.135975,-0.7156992,2.2770564,0.5746178,-2.2770564,0.5746178,"China"
775,28,0.000241577,91,"Myanmar (Burma)",1973,"All","Myanmar",TRUE,2.195541,-0.5740909,2.195299423,0.574332477,-2.195299423,0.574332477,"China"
775,29,0.07224641,72,"Myanmar (Burma)",1974,"All","Myanmar",TRUE,2.077391,-0.8566171,2.00514459,0.92886351,-2.00514459,0.92886351,"China"
775,30,-0.03548996,66,"Myanmar (Burma)",1975,"All","Myanmar",TRUE,2.360075,-0.2756341,2.39556496,0.24014414,-2.39556496,0.24014414,"China"
775,31,-0.3278739,77,"Myanmar (Burma)",1976,"All","Myanmar",TRUE,2.750583,-1.053044,3.0784569,0.7251701,-3.0784569,0.7251701,"China"
775,32,-0.467575,91,"Myanmar (Burma)",1977,"All","Myanmar",TRUE,2.313392,-0.8193988,2.780967,0.3518238,-2.780967,0.3518238,"China"
775,33,0.1442879,127,"Myanmar (Burma)",1978,"All","Myanmar",TRUE,2.295686,-0.2469549,2.1513981,0.3912428,-2.1513981,0.3912428,"China"
775,34,0.3520118,122,"Myanmar (Burma)",1979,"All","Myanmar",TRUE,2.354093,-0.05311142,2.0020812,0.40512322,-2.0020812,0.40512322,"China"
775,35,0.39358,103,"Myanmar (Burma)",1980,"All","Myanmar",TRUE,2.450686,-0.03347984,2.057106,0.42705984,-2.057106,0.42705984,"China"
775,36,0.2758482,127,"Myanmar (Burma)",1981,"All","Myanmar",TRUE,2.767644,-0.02059494,2.4917958,0.29644314,-2.4917958,0.29644314,"China"
775,37,0.3025197,150,"Myanmar (Burma)",1982,"All","Myanmar",TRUE,2.654563,0.1867089,2.3520433,0.1158108,-2.3520433,0.1158108,"China"
775,38,0.1736854,141,"Myanmar (Burma)",1983,"All","Myanmar",TRUE,2.653316,0.1706566,2.4796306,0.0030288,-2.4796306,0.0030288,"China"
775,39,0.09402065,146,"Myanmar (Burma)",1984,"All","Myanmar",TRUE,2.84451,0.1715943,2.75048935,0.07757365,-2.75048935,-0.07757365,"China"
775,40,-0.05840648,150,"Myanmar (Burma)",1985,"All","Myanmar",TRUE,2.85444,0.1814985,2.91284648,0.23990498,-2.91284648,-0.23990498,"China"
775,41,0.06700049,151,"Myanmar (Burma)",1986,"All","Myanmar",TRUE,2.985282,0.1866047,2.91828151,0.11960421,-2.91828151,-0.11960421,"China"
775,42,-0.1309611,139,"Myanmar (Burma)",1987,"All","Myanmar",TRUE,3.070334,0.1958159,3.2012951,0.326777,-3.2012951,-0.326777,"China"
775,43,-0.2477286,132,"Myanmar (Burma)",1988,"All","Myanmar",TRUE,3.068073,-0.02298023,3.3158016,0.22474837,-3.3158016,-0.22474837,"China"
775,44,-0.3986103,77,"Myanmar (Burma)",1989,"All","Myanmar",TRUE,3.15064,-0.07522176,3.5492503,0.32338854,-3.5492503,-0.32338854,"China"
775,45,-0.3229671,85,"Myanmar (Burma)",1990,"All","Myanmar",TRUE,3.06766,-0.1670653,3.3906271,0.1559018,-3.3906271,-0.1559018,"China"
775,46,-0.4307426,71,"Myanmar (Burma)",1991,"All","Myanmar",TRUE,2.977167,-0.3023714,3.4079096,0.1283712,-3.4079096,-0.1283712,"China"
775,47,-0.8682711,71,"Myanmar (Burma)",1992,"All","Myanmar",TRUE,3.000798,-0.7356746,3.8690691,0.1325965,-3.8690691,-0.1325965,"China"
775,48,-1.157129,60,"Myanmar (Burma)",1993,"All","Myanmar",TRUE,2.955602,-1.396082,4.112731,0.238953,-4.112731,0.238953,"China"
775,49,-1.152974,4,"Myanmar (Burma)",1994,"All","Myanmar",TRUE,3.009216,-1.634709,4.16219,0.481735,-4.16219,0.481735,"China"
775,50,-1.531422,80,"Myanmar (Burma)",1995,"All","Myanmar",TRUE,3.130082,-1.502986,4.661504,0.0284360000000001,-4.661504,-0.0284360000000001,"China"
775,51,-1.682332,72,"Myanmar (Burma)",1996,"All","Myanmar",TRUE,3.14783,-1.268106,4.830162,0.414226,-4.830162,-0.414226,"China"
775,52,-1.505077,72,"Myanmar (Burma)",1997,"All","Myanmar",TRUE,2.983911,-1.145413,4.488988,0.359664,-4.488988,-0.359664,"China"
775,53,-1.057921,64,"Myanmar (Burma)",1998,"All","Myanmar",TRUE,2.814332,-0.4421162,3.872253,0.6158048,-3.872253,-0.6158048,"China"
775,54,-1.340186,68,"Myanmar (Burma)",1999,"All","Myanmar",TRUE,2.681448,-0.6680064,4.021634,0.6721796,-4.021634,-0.6721796,"China"
775,55,-1.369382,67,"Myanmar (Burma)",2000,"All","Myanmar",TRUE,2.664088,-0.7359335,4.03347,0.6334485,-4.03347,-0.6334485,"China"
775,56,-1.403949,68,"Myanmar (Burma)",2001,"All","Myanmar",TRUE,2.655105,-0.5852949,4.059054,0.8186541,-4.059054,-0.8186541,"China"
775,57,-1.274037,74,"Myanmar (Burma)",2002,"All","Myanmar",TRUE,2.733395,-0.5386405,4.007432,0.7353965,-4.007432,-0.7353965,"China"
775,58,-1.482567,75,"Myanmar (Burma)",2003,"All","Myanmar",TRUE,2.902368,-0.9454819,4.384935,0.5370851,-4.384935,-0.5370851,"China"
775,59,-1.323424,71,"Myanmar (Burma)",2004,"All","Myanmar",TRUE,2.819677,-0.8424348,4.143101,0.4809892,-4.143101,-0.4809892,"China"
775,60,-1.119268,73,"Myanmar (Burma)",2005,"All","Myanmar",TRUE,2.889729,-0.7408335,4.008997,0.3784345,-4.008997,-0.3784345,"China"
775,61,-1.219376,90,"Myanmar (Burma)",2006,"All","Myanmar",TRUE,2.81137,-0.8690618,4.030746,0.3503142,-4.030746,-0.3503142,"China"
775,62,-1.180168,79,"Myanmar (Burma)",2007,"All","Myanmar",TRUE,2.743266,-0.6327519,3.923434,0.5474161,-3.923434,-0.5474161,"China"
775,63,-1.334652,76,"Myanmar (Burma)",2008,"All","Myanmar",TRUE,2.737774,-0.6557925,4.072426,0.6788595,-4.072426,-0.6788595,"China"
775,64,-1.343642,62,"Myanmar (Burma)",2009,"All","Myanmar",TRUE,2.54631,-0.6256859,3.889952,0.7179561,-3.889952,-0.7179561,"China"
775,65,-1.066657,67,"Myanmar (Burma)",2010,"All","Myanmar",TRUE,2.519054,-0.8585649,3.585711,0.2080921,-3.585711,-0.2080921,"China"
775,66,-1.320165,54,"Myanmar (Burma)",2011,"All","Myanmar",TRUE,2.496376,-0.7636184,3.816541,0.5565466,-3.816541,-0.5565466,"China"
775,67,-0.9500457,61,"Myanmar (Burma)",2012,"All","Myanmar",TRUE,2.58958,-0.8569092,3.5396257,0.0931365,-3.5396257,-0.0931365,"China"
775,68,-1.235385,61,"Myanmar (Burma)",2013,"All","Myanmar",TRUE,2.676666,-0.5181141,3.912051,0.7172709,-3.912051,-0.7172709,"China"
775,69,-0.9868319,79,"Myanmar (Burma)",2014,"All","Myanmar",TRUE,2.668466,-0.8420048,3.6552979,0.1448271,-3.6552979,-0.1448271,"China"
775,70,-0.968403,73,"Myanmar (Burma)",2015,"All","Myanmar",TRUE,2.592322,-0.2594838,3.560725,0.7089192,-3.560725,-0.7089192,"China"
775,71,-0.7506956,77,"Myanmar (Burma)",2016,"All","Myanmar",TRUE,2.53694,-0.4501334,3.2876356,0.3005622,-3.2876356,-0.3005622,"China"
775,72,-0.7321876,70,"Myanmar (Burma)",2017,"All","Myanmar",TRUE,2.680102,-0.3777864,3.4122896,0.3544012,-3.4122896,-0.3544012,"China"
775,73,-0.8032776,73,"Myanmar (Burma)",2018,"All","Myanmar",TRUE,2.786768,-0.4894719,3.5900456,0.3138057,-3.5900456,-0.3138057,"China"
775,74,-0.7116446,72,"Myanmar (Burma)",2019,"All","Myanmar",TRUE,2.694793,-0.3336454,3.4064376,0.3779992,-3.4064376,-0.3779992,"China"
800,22,0.3546649,57,"Thailand",1967,"All","Thailand",TRUE,2.426986,NA,2.0723211,NA,-2.0723211,NA,NA
800,23,0.5259252,51,"Thailand",1968,"All","Thailand",TRUE,2.295532,NA,1.7696068,NA,-1.7696068,NA,NA
800,24,0.4881419,43,"Thailand",1969,"All","Thailand",TRUE,2.119463,NA,1.6313211,NA,-1.6313211,NA,NA
800,25,0.6442254,65,"Thailand",1970,"All","Thailand",TRUE,2.171009,NA,1.5267836,NA,-1.5267836,NA,NA
800,26,0.4643523,117,"Thailand",1971,"All","Thailand",TRUE,1.767618,-0.9760724,1.3032657,1.4404247,-1.3032657,1.4404247,"United States"
800,27,0.4368186,100,"Thailand",1972,"All","Thailand",TRUE,2.135975,-0.7156992,1.6991564,1.1525178,-1.6991564,1.1525178,"China"
800,28,0.1745481,88,"Thailand",1973,"All","Thailand",TRUE,2.195541,-0.5740909,2.0209929,0.748639,-2.0209929,0.748639,"China"
800,29,0.3423469,73,"Thailand",1974,"All","Thailand",TRUE,2.077391,-0.8566171,1.7350441,1.198964,-1.7350441,1.198964,"China"
800,30,0.2423471,69,"Thailand",1975,"All","Thailand",TRUE,2.360075,-0.2756341,2.1177279,0.5179812,-2.1177279,0.5179812,"China"
800,31,-0.1446095,87,"Thailand",1976,"All","Thailand",TRUE,2.750583,-1.053044,2.8951925,0.9084345,-2.8951925,0.9084345,"China"
800,32,0.151146,91,"Thailand",1977,"All","Thailand",TRUE,2.313392,-0.8193988,2.162246,0.9705448,-2.162246,0.9705448,"China"
800,33,0.1643659,122,"Thailand",1978,"All","Thailand",TRUE,2.295686,-0.2469549,2.1313201,0.4113208,-2.1313201,0.4113208,"China"
800,34,0.2506509,121,"Thailand",1979,"All","Thailand",TRUE,2.354093,-0.05311142,2.1034421,0.30376232,-2.1034421,0.30376232,"China"
800,35,0.246384,101,"Thailand",1980,"All","Thailand",TRUE,2.450686,-0.03347984,2.204302,0.27986384,-2.204302,0.27986384,"China"
800,36,-0.1264268,131,"Thailand",1981,"All","Thailand",TRUE,2.767644,-0.02059494,2.8940708,0.10583186,-2.8940708,-0.10583186,"China"
800,37,-0.03807093,156,"Thailand",1982,"All","Thailand",TRUE,2.654563,0.1867089,2.69263393,0.22477983,-2.69263393,-0.22477983,"China"
800,38,-0.08115638,146,"Thailand",1983,"All","Thailand",TRUE,2.653316,0.1706566,2.73447238,0.25181298,-2.73447238,-0.25181298,"China"
800,39,-0.1726899,148,"Thailand",1984,"All","Thailand",TRUE,2.84451,0.1715943,3.0171999,0.3442842,-3.0171999,-0.3442842,"China"
800,40,-0.091524,151,"Thailand",1985,"All","Thailand",TRUE,2.85444,0.1814985,2.945964,0.2730225,-2.945964,-0.2730225,"China"
800,41,-0.1797546,148,"Thailand",1986,"All","Thailand",TRUE,2.985282,0.1866047,3.1650366,0.3663593,-3.1650366,-0.3663593,"China"
800,42,-0.2641588,139,"Thailand",1987,"All","Thailand",TRUE,3.070334,0.1958159,3.3344928,0.4599747,-3.3344928,-0.4599747,"China"
800,43,-0.2744416,130,"Thailand",1988,"All","Thailand",TRUE,3.068073,-0.02298023,3.3425146,0.25146137,-3.3425146,-0.25146137,"China"
800,44,-0.2767351,109,"Thailand",1989,"All","Thailand",TRUE,3.15064,-0.07522176,3.4273751,0.20151334,-3.4273751,-0.20151334,"China"
800,45,-0.383924,84,"Thailand",1990,"All","Thailand",TRUE,3.06766,-0.1670653,3.451584,0.2168587,-3.451584,-0.2168587,"China"
800,46,-0.5912393,75,"Thailand",1991,"All","Thailand",TRUE,2.977167,-0.3023714,3.5684063,0.2888679,-3.5684063,-0.2888679,"China"
800,47,-0.5495932,73,"Thailand",1992,"All","Thailand",TRUE,3.000798,-0.7356746,3.5503912,0.1860814,-3.5503912,0.1860814,"China"
800,48,-0.6711116,65,"Thailand",1993,"All","Thailand",TRUE,2.955602,-1.396082,3.6267136,0.7249704,-3.6267136,0.7249704,"China"
800,49,-0.693194,67,"Thailand",1994,"All","Thailand",TRUE,3.009216,-1.634709,3.70241,0.941515,-3.70241,0.941515,"China"
800,50,-0.7522816,81,"Thailand",1995,"All","Thailand",TRUE,3.130082,-1.502986,3.8823636,0.7507044,-3.8823636,0.7507044,"China"
800,51,-0.562214,72,"Thailand",1996,"All","Thailand",TRUE,3.14783,-1.268106,3.710044,0.705892,-3.710044,0.705892,"China"
800,52,-0.668985,72,"Thailand",1997,"All","Thailand",TRUE,2.983911,-1.145413,3.652896,0.476428,-3.652896,0.476428,"China"
800,53,-0.5041341,64,"Thailand",1998,"All","Thailand",TRUE,2.814332,-0.4421162,3.3184661,0.0620179,-3.3184661,-0.0620179,"China"
800,54,-0.508704,68,"Thailand",1999,"All","Thailand",TRUE,2.681448,-0.6680064,3.190152,0.1593024,-3.190152,0.1593024,"China"
800,55,-0.311393,67,"Thailand",2000,"All","Thailand",TRUE,2.664088,-0.7359335,2.975481,0.4245405,-2.975481,0.4245405,"China"
800,56,-0.4135715,69,"Thailand",2001,"All","Thailand",TRUE,2.655105,-0.5852949,3.0686765,0.1717234,-3.0686765,0.1717234,"China"
800,57,-0.3735247,75,"Thailand",2002,"All","Thailand",TRUE,2.733395,-0.5386405,3.1069197,0.1651158,-3.1069197,0.1651158,"China"
800,58,-0.2600237,76,"Thailand",2003,"All","Thailand",TRUE,2.902368,-0.9454819,3.1623917,0.6854582,-3.1623917,0.6854582,"China"
800,59,-0.1215335,72,"Thailand",2004,"All","Thailand",TRUE,2.819677,-0.8424348,2.9412105,0.7209013,-2.9412105,0.7209013,"China"
800,60,-0.3190983,75,"Thailand",2005,"All","Thailand",TRUE,2.889729,-0.7408335,3.2088273,0.4217352,-3.2088273,0.4217352,"China"
800,61,-0.3110889,92,"Thailand",2006,"All","Thailand",TRUE,2.81137,-0.8690618,3.1224589,0.5579729,-3.1224589,0.5579729,"China"
800,62,-0.2573574,79,"Thailand",2007,"All","Thailand",TRUE,2.743266,-0.6327519,3.0006234,0.3753945,-3.0006234,0.3753945,"China"
800,63,-0.2962368,75,"Thailand",2008,"All","Thailand",TRUE,2.737774,-0.6557925,3.0340108,0.3595557,-3.0340108,0.3595557,"China"
800,64,-0.4997845,68,"Thailand",2009,"All","Thailand",TRUE,2.54631,-0.6256859,3.0460945,0.1259014,-3.0460945,0.1259014,"China"
800,65,-0.5595784,68,"Thailand",2010,"All","Thailand",TRUE,2.519054,-0.8585649,3.0786324,0.2989865,-3.0786324,0.2989865,"China"
800,66,-0.4313181,68,"Thailand",2011,"All","Thailand",TRUE,2.496376,-0.7636184,2.9276941,0.3323003,-2.9276941,0.3323003,"China"
800,67,-0.4520783,69,"Thailand",2012,"All","Thailand",TRUE,2.58958,-0.8569092,3.0416583,0.4048309,-3.0416583,0.4048309,"China"
800,68,-0.409941,64,"Thailand",2013,"All","Thailand",TRUE,2.676666,-0.5181141,3.086607,0.1081731,-3.086607,0.1081731,"China"
800,69,-0.4155141,80,"Thailand",2014,"All","Thailand",TRUE,2.668466,-0.8420048,3.0839801,0.4264907,-3.0839801,0.4264907,"China"
800,70,-0.4669127,73,"Thailand",2015,"All","Thailand",TRUE,2.592322,-0.2594838,3.0592347,0.2074289,-3.0592347,-0.2074289,"China"
800,71,-0.474776,78,"Thailand",2016,"All","Thailand",TRUE,2.53694,-0.4501334,3.011716,0.0246426,-3.011716,-0.0246426,"China"
800,72,-0.5645243,90,"Thailand",2017,"All","Thailand",TRUE,2.680102,-0.3777864,3.2446263,0.1867379,-3.2446263,-0.1867379,"China"
800,73,-0.3568195,95,"Thailand",2018,"All","Thailand",TRUE,2.786768,-0.4894719,3.1435875,0.1326524,-3.1435875,0.1326524,"China"
800,74,-0.5108809,91,"Thailand",2019,"All","Thailand",TRUE,2.694793,-0.3336454,3.2056739,0.1772355,-3.2056739,-0.1772355,"China"
811,22,-1.209357,42,"Cambodia",1967,"All","Cambodia",TRUE,2.426986,NA,3.636343,NA,-3.636343,NA,NA
811,23,-1.534384,42,"Cambodia",1968,"All","Cambodia",TRUE,2.295532,NA,3.829916,NA,-3.829916,NA,NA
811,24,-1.506618,27,"Cambodia",1969,"All","Cambodia",TRUE,2.119463,NA,3.626081,NA,-3.626081,NA,NA
811,25,0.5008538,45,"Cambodia",1970,"All","Cambodia",TRUE,2.171009,NA,1.6701552,NA,-1.6701552,NA,NA
811,26,0.6746581,85,"Cambodia",1971,"All","Cambodia",TRUE,1.767618,-0.9760724,1.0929599,1.6507305,-1.0929599,1.6507305,"United States"
811,27,0.3628187,89,"Cambodia",1972,"All","Cambodia",TRUE,2.135975,-0.7156992,1.7731563,1.0785179,-1.7731563,1.0785179,"China"
811,28,0.6079318,72,"Cambodia",1973,"All","Cambodia",TRUE,2.195541,-0.5740909,1.5876092,1.1820227,-1.5876092,1.1820227,"China"
811,29,0.3015807,71,"Cambodia",1974,"All","Cambodia",TRUE,2.077391,-0.8566171,1.7758103,1.1581978,-1.7758103,1.1581978,"China"
811,30,-0.3373678,23,"Cambodia",1975,"All","Cambodia",TRUE,2.360075,-0.2756341,2.6974428,0.0617337,-2.6974428,-0.0617337,"China"
811,31,-0.7220857,27,"Cambodia",1976,"All","Cambodia",TRUE,2.750583,-1.053044,3.4726687,0.3309583,-3.4726687,0.3309583,"China"
811,33,-0.5965936,24,"Cambodia",1978,"All","Cambodia",TRUE,2.295686,-0.2469549,2.8922796,0.3496387,-2.8922796,-0.3496387,"China"
811,34,-0.1568647,83,"Cambodia",1979,"All","Cambodia",TRUE,2.354093,-0.05311142,2.5109577,0.10375328,-2.5109577,-0.10375328,"China"
811,35,0.04200968,76,"Cambodia",1980,"All","Cambodia",TRUE,2.450686,-0.03347984,2.40867632,0.07548952,-2.40867632,0.07548952,"China"
811,36,-0.02322949,108,"Cambodia",1981,"All","Cambodia",TRUE,2.767644,-0.02059494,2.79087349,0.00263455,-2.79087349,-0.00263455,"China"
811,37,-0.004971991,136,"Cambodia",1982,"All","Cambodia",TRUE,2.654563,0.1867089,2.659534991,0.191680891,-2.659534991,-0.191680891,"China"
811,38,-0.01894437,129,"Cambodia",1983,"All","Cambodia",TRUE,2.653316,0.1706566,2.67226037,0.18960097,-2.67226037,-0.18960097,"China"
811,39,-0.114003,130,"Cambodia",1984,"All","Cambodia",TRUE,2.84451,0.1715943,2.958513,0.2855973,-2.958513,-0.2855973,"China"
811,40,0.003128131,139,"Cambodia",1985,"All","Cambodia",TRUE,2.85444,0.1814985,2.851311869,0.178370369,-2.851311869,-0.178370369,"China"
811,41,-0.1026582,128,"Cambodia",1986,"All","Cambodia",TRUE,2.985282,0.1866047,3.0879402,0.2892629,-3.0879402,-0.2892629,"China"
811,42,-0.3000398,118,"Cambodia",1987,"All","Cambodia",TRUE,3.070334,0.1958159,3.3703738,0.4958557,-3.3703738,-0.4958557,"China"
811,43,-0.4943669,109,"Cambodia",1988,"All","Cambodia",TRUE,3.068073,-0.02298023,3.5624399,0.47138667,-3.5624399,-0.47138667,"China"
811,44,-0.4897726,106,"Cambodia",1989,"All","Cambodia",TRUE,3.15064,-0.07522176,3.6404126,0.41455084,-3.6404126,-0.41455084,"China"
811,46,-0.5320443,29,"Cambodia",1991,"All","Cambodia",TRUE,2.977167,-0.3023714,3.5092113,0.2296729,-3.5092113,-0.2296729,"China"
811,47,-0.5387518,1,"Cambodia",1992,"All","Cambodia",TRUE,3.000798,-0.7356746,3.5395498,0.1969228,-3.5395498,0.1969228,"China"
811,48,-0.5857509,45,"Cambodia",1993,"All","Cambodia",TRUE,2.955602,-1.396082,3.5413529,0.8103311,-3.5413529,0.8103311,"China"
811,49,-0.1120619,56,"Cambodia",1994,"All","Cambodia",TRUE,3.009216,-1.634709,3.1212779,1.5226471,-3.1212779,1.5226471,"China"
811,50,-0.05979776,56,"Cambodia",1995,"All","Cambodia",TRUE,3.130082,-1.502986,3.18987976,1.44318824,-3.18987976,1.44318824,"China"
811,51,-0.1171533,71,"Cambodia",1996,"All","Cambodia",TRUE,3.14783,-1.268106,3.2649833,1.1509527,-3.2649833,1.1509527,"China"
811,54,-0.874874,64,"Cambodia",1999,"All","Cambodia",TRUE,2.681448,-0.6680064,3.556322,0.2068676,-3.556322,-0.2068676,"China"
811,55,-0.8204133,64,"Cambodia",2000,"All","Cambodia",TRUE,2.664088,-0.7359335,3.4845013,0.0844798,-3.4845013,-0.0844798,"China"
811,56,-0.7865565,64,"Cambodia",2001,"All","Cambodia",TRUE,2.655105,-0.5852949,3.4416615,0.2012616,-3.4416615,-0.2012616,"China"
811,57,-0.7616476,72,"Cambodia",2002,"All","Cambodia",TRUE,2.733395,-0.5386405,3.4950426,0.2230071,-3.4950426,-0.2230071,"China"
811,58,-0.6785118,76,"Cambodia",2003,"All","Cambodia",TRUE,2.902368,-0.9454819,3.5808798,0.2669701,-3.5808798,0.2669701,"China"
811,59,-0.5849216,69,"Cambodia",2004,"All","Cambodia",TRUE,2.819677,-0.8424348,3.4045986,0.2575132,-3.4045986,0.2575132,"China"
811,60,-0.7145211,67,"Cambodia",2005,"All","Cambodia",TRUE,2.889729,-0.7408335,3.6042501,0.0263124,-3.6042501,0.0263124,"China"
811,61,-0.8991644,83,"Cambodia",2006,"All","Cambodia",TRUE,2.81137,-0.8690618,3.7105344,0.0301026,-3.7105344,-0.0301026,"China"
811,62,-0.628271,74,"Cambodia",2007,"All","Cambodia",TRUE,2.743266,-0.6327519,3.371537,0.00448090000000001,-3.371537,0.00448090000000001,"China"
811,63,-0.6983578,72,"Cambodia",2008,"All","Cambodia",TRUE,2.737774,-0.6557925,3.4361318,0.0425653,-3.4361318,-0.0425653,"China"
811,64,-0.6712793,51,"Cambodia",2009,"All","Cambodia",TRUE,2.54631,-0.6256859,3.2175893,0.0455934,-3.2175893,-0.0455934,"China"
811,65,-0.7582411,65,"Cambodia",2010,"All","Cambodia",TRUE,2.519054,-0.8585649,3.2772951,0.1003238,-3.2772951,0.1003238,"China"
811,66,-0.8291119,61,"Cambodia",2011,"All","Cambodia",TRUE,2.496376,-0.7636184,3.3254879,0.0654935,-3.3254879,-0.0654935,"China"
811,67,-0.6615037,68,"Cambodia",2012,"All","Cambodia",TRUE,2.58958,-0.8569092,3.2510837,0.1954055,-3.2510837,0.1954055,"China"
811,68,-0.7863701,60,"Cambodia",2013,"All","Cambodia",TRUE,2.676666,-0.5181141,3.4630361,0.268256,-3.4630361,-0.268256,"China"
811,69,-0.7572216,77,"Cambodia",2014,"All","Cambodia",TRUE,2.668466,-0.8420048,3.4256876,0.0847831999999999,-3.4256876,0.0847831999999999,"China"
811,70,-0.968822,71,"Cambodia",2015,"All","Cambodia",TRUE,2.592322,-0.2594838,3.561144,0.7093382,-3.561144,-0.7093382,"China"
811,71,-0.9027974,73,"Cambodia",2016,"All","Cambodia",TRUE,2.53694,-0.4501334,3.4397374,0.452664,-3.4397374,-0.452664,"China"
811,72,-1.017854,89,"Cambodia",2017,"All","Cambodia",TRUE,2.680102,-0.3777864,3.697956,0.6400676,-3.697956,-0.6400676,"China"
811,73,-1.311314,93,"Cambodia",2018,"All","Cambodia",TRUE,2.786768,-0.4894719,4.098082,0.8218421,-4.098082,-0.8218421,"China"
811,74,-1.211804,89,"Cambodia",2019,"All","Cambodia",TRUE,2.694793,-0.3336454,3.906597,0.8781586,-3.906597,-0.8781586,"China"
812,22,0.211606,46,"Laos",1967,"All","Laos",TRUE,2.426986,NA,2.21538,NA,-2.21538,NA,NA
812,23,0.4228936,51,"Laos",1968,"All","Laos",TRUE,2.295532,NA,1.8726384,NA,-1.8726384,NA,NA
812,24,0.399099,39,"Laos",1969,"All","Laos",TRUE,2.119463,NA,1.720364,NA,-1.720364,NA,NA
812,25,0.2436515,53,"Laos",1970,"All","Laos",TRUE,2.171009,NA,1.9273575,NA,-1.9273575,NA,NA
812,26,0.458163,92,"Laos",1971,"All","Laos",TRUE,1.767618,-0.9760724,1.309455,1.4342354,-1.309455,1.4342354,"United States"
812,27,0.7412372,91,"Laos",1972,"All","Laos",TRUE,2.135975,-0.7156992,1.3947378,1.4569364,-1.3947378,1.4569364,"United States"
812,28,0.2541093,70,"Laos",1973,"All","Laos",TRUE,2.195541,-0.5740909,1.9414317,0.8282002,-1.9414317,0.8282002,"China"
812,29,0.5541103,70,"Laos",1974,"All","Laos",TRUE,2.077391,-0.8566171,1.5232807,1.4107274,-1.5232807,1.4107274,"China"
812,30,-0.4062437,69,"Laos",1975,"All","Laos",TRUE,2.360075,-0.2756341,2.7663187,0.1306096,-2.7663187,-0.1306096,"China"
812,31,-0.4775069,87,"Laos",1976,"All","Laos",TRUE,2.750583,-1.053044,3.2280899,0.5755371,-3.2280899,0.5755371,"China"
812,32,-0.4087299,82,"Laos",1977,"All","Laos",TRUE,2.313392,-0.8193988,2.7221219,0.4106689,-2.7221219,0.4106689,"China"
812,33,-0.7505633,101,"Laos",1978,"All","Laos",TRUE,2.295686,-0.2469549,3.0462493,0.5036084,-3.0462493,-0.5036084,"China"
812,34,-1.01873,99,"Laos",1979,"All","Laos",TRUE,2.354093,-0.05311142,3.372823,0.96561858,-3.372823,-0.96561858,"China"
812,35,-1.722776,89,"Laos",1980,"All","Laos",TRUE,2.450686,-0.03347984,4.173462,1.68929616,-4.173462,-1.68929616,"China"
812,36,-1.805302,120,"Laos",1981,"All","Laos",TRUE,2.767644,-0.02059494,4.572946,1.78470706,-4.572946,-1.78470706,"China"
812,37,-1.71412,141,"Laos",1982,"All","Laos",TRUE,2.654563,0.1867089,4.368683,1.9008289,-4.368683,-1.9008289,"China"
812,38,-1.595446,133,"Laos",1983,"All","Laos",TRUE,2.653316,0.1706566,4.248762,1.7661026,-4.248762,-1.7661026,"China"
812,39,-1.563466,146,"Laos",1984,"All","Laos",TRUE,2.84451,0.1715943,4.407976,1.7350603,-4.407976,-1.7350603,"China"
812,40,-1.63855,138,"Laos",1985,"All","Laos",TRUE,2.85444,0.1814985,4.49299,1.8200485,-4.49299,-1.8200485,"China"
812,41,-1.531042,145,"Laos",1986,"All","Laos",TRUE,2.985282,0.1866047,4.516324,1.7176467,-4.516324,-1.7176467,"China"
812,42,-1.243326,137,"Laos",1987,"All","Laos",TRUE,3.070334,0.1958159,4.31366,1.4391419,-4.31366,-1.4391419,"China"
812,43,-0.8939703,134,"Laos",1988,"All","Laos",TRUE,3.068073,-0.02298023,3.9620433,0.87099007,-3.9620433,-0.87099007,"China"
812,44,-0.700737,112,"Laos",1989,"All","Laos",TRUE,3.15064,-0.07522176,3.851377,0.62551524,-3.851377,-0.62551524,"China"
812,45,-0.7428994,83,"Laos",1990,"All","Laos",TRUE,3.06766,-0.1670653,3.8105594,0.5758341,-3.8105594,-0.5758341,"China"
812,46,-0.85334,73,"Laos",1991,"All","Laos",TRUE,2.977167,-0.3023714,3.830507,0.5509686,-3.830507,-0.5509686,"China"
812,47,-1.014907,70,"Laos",1992,"All","Laos",TRUE,3.000798,-0.7356746,4.015705,0.2792324,-4.015705,-0.2792324,"China"
812,48,-1.153396,60,"Laos",1993,"All","Laos",TRUE,2.955602,-1.396082,4.108998,0.242686,-4.108998,0.242686,"China"
